Variety	Biomass	ENV	Treatment	Season	ENV_Biomass
FP1	347.64524	WW_S12	WW	S12	263
FR19	273.1373507	WW_S12	WW	S12	263
FR697	251.2247192	WW_S12	WW	S12	263
H99	277.9631996	WW_S12	WW	S12	263
HMV5301	295.3098916	WW_S12	WW	S12	263
HMV5325	262.9997544	WW_S12	WW	S12	263
HMV5343	260.955109	WW_S12	WW	S12	263
HMV5347	242.9867684	WW_S12	WW	S12	263
HMV5405	228.3439388	WW_S12	WW	S12	263
HMV5409	298.5654432	WW_S12	WW	S12	263
HMV5422	252.229986	WW_S12	WW	S12	263
HMV5502	268.1509306	WW_S12	WW	S12	263
I198	258.2323025	WW_S12	WW	S12	263
I205	214.0669484	WW_S12	WW	S12	263
I211	270.5127764	WW_S12	WW	S12	263
I238	251.7204349	WW_S12	WW	S12	263
I242	261.5285774	WW_S12	WW	S12	263
I261	249.3196593	WW_S12	WW	S12	263
I267	310.7618989	WW_S12	WW	S12	263
IDT	289.3932309	WW_S12	WW	S12	263
LAN496	285.1180532	WW_S12	WW	S12	263
LH123Ht	285.7157664	WW_S12	WW	S12	263
LH145	253.6497688	WW_S12	WW	S12	263
LH38	302.1044446	WW_S12	WW	S12	263
LH39	311.6145363	WW_S12	WW	S12	263
LH59	226.259702	WW_S12	WW	S12	263
LH60	221.507169	WW_S12	WW	S12	263
LH65	277.7741703	WW_S12	WW	S12	263
LH74	230.2865879	WW_S12	WW	S12	263
LH82	223.7620231	WW_S12	WW	S12	263
LH93	222.2182816	WW_S12	WW	S12	263
Lo1016	272.7220598	WW_S12	WW	S12	263
Lo1026	269.0817045	WW_S12	WW	S12	263
Lo1035	249.5382039	WW_S12	WW	S12	263
Lo1038	213.8525111	WW_S12	WW	S12	263
Lo1056	263.8590081	WW_S12	WW	S12	263
Lo1063	219.2851668	WW_S12	WW	S12	263
Lo1087	192.6224431	WW_S12	WW	S12	263
Lo1094	248.7763363	WW_S12	WW	S12	263
Lo1095	259.8465521	WW_S12	WW	S12	263
Lo1101	217.6053529	WW_S12	WW	S12	263
Lo1106	222.3646843	WW_S12	WW	S12	263
Lo1123	308.0748796	WW_S12	WW	S12	263
Lo1124	216.1043573	WW_S12	WW	S12	263
Lo1172	255.4556901	WW_S12	WW	S12	263
Lo1180	246.731482	WW_S12	WW	S12	263
Lo1187	251.1326202	WW_S12	WW	S12	263
Lo1199	227.8521129	WW_S12	WW	S12	263
Lo1203	237.0579497	WW_S12	WW	S12	263
Lo1223	253.5771658	WW_S12	WW	S12	263
Lo1251	242.938613	WW_S12	WW	S12	263
Lo1253	306.3267813	WW_S12	WW	S12	263
Lo1261	206.4795421	WW_S12	WW	S12	263
Lo1266	305.4865557	WW_S12	WW	S12	263
Lo1270	253.5320751	WW_S12	WW	S12	263
Lo1273	279.1068073	WW_S12	WW	S12	263
Lo1274	258.6082685	WW_S12	WW	S12	263
Lo1280	215.9341121	WW_S12	WW	S12	263
Lo1284	300.0196928	WW_S12	WW	S12	263
Lo1288	218.5306748	WW_S12	WW	S12	263
Lo1290	232.7149335	WW_S12	WW	S12	263
Lo1301	262.4619656	WW_S12	WW	S12	263
Lo904	253.8877142	WW_S12	WW	S12	263
Lp5	294.9816795	WW_S12	WW	S12	263
ML606	291.4031899	WW_S12	WW	S12	263
Mo15W	210.9301238	WW_S12	WW	S12	263
Mo17	262.518859	WW_S12	WW	S12	263
MS153	313.2143689	WW_S12	WW	S12	263
MS71	258.6536368	WW_S12	WW	S12	263
N16	238.446067	WW_S12	WW	S12	263
N192	259.8975034	WW_S12	WW	S12	263
N22	250.5888548	WW_S12	WW	S12	263
N25	247.5373657	WW_S12	WW	S12	263
N6	271.0816781	WW_S12	WW	S12	263
NC290	252.7688863	WW_S12	WW	S12	263
NC358	249.4277905	WW_S12	WW	S12	263
NDB8	221.3129614	WW_S12	WW	S12	263
NK764	236.5407972	WW_S12	WW	S12	263
NK807	304.1256384	WW_S12	WW	S12	263
NQ508	254.7241972	WW_S12	WW	S12	263
NS701	265.8131308	WW_S12	WW	S12	263
Oh02	234.3165269	WW_S12	WW	S12	263
Oh33	314.6020643	WW_S12	WW	S12	263
Oh40B	333.6828667	WW_S12	WW	S12	263
Oh43	296.7266946	WW_S12	WW	S12	263
Os426	293.7230966	WW_S12	WW	S12	263
P465P	279.6699358	WW_S12	WW	S12	263
Pa36	278.3657829	WW_S12	WW	S12	263
Pa405	263.0677849	WW_S12	WW	S12	263
Pa91	302.6404684	WW_S12	WW	S12	263
PB116	272.5871076	WW_S12	WW	S12	263
PB98TR	248.9662629	WW_S12	WW	S12	263
PH207	180.5066104	WW_S12	WW	S12	263
PHB09	250.3632392	WW_S12	WW	S12	263
PHG35	203.7673337	WW_S12	WW	S12	263
PHG39	324.0611142	WW_S12	WW	S12	263
PHG47	258.8496112	WW_S12	WW	S12	263
PHG50	260.1846535	WW_S12	WW	S12	263
PHG71	283.5065121	WW_S12	WW	S12	263
PHG80	284.8324797	WW_S12	WW	S12	263
PHG84	210.2450418	WW_S12	WW	S12	263
PHG86	268.8978774	WW_S12	WW	S12	263
PHH93	251.6795639	WW_S12	WW	S12	263
PHJ40	280.1523586	WW_S12	WW	S12	263
PHK29	324.4833835	WW_S12	WW	S12	263
PHK76	221.3480074	WW_S12	WW	S12	263
PHR36	311.0478194	WW_S12	WW	S12	263
PHT77	300.128185	WW_S12	WW	S12	263
PHV63	300.1667244	WW_S12	WW	S12	263
PHW65	190.531697	WW_S12	WW	S12	263
PHZ51	320.1582276	WW_S12	WW	S12	263
SC-Malawi	333.2636872	WW_S12	WW	S12	263
SGI061	254.2468803	WW_S12	WW	S12	263
UH_2500	239.7546892	WW_S12	WW	S12	263
UH_6102	266.2710647	WW_S12	WW	S12	263
UH_6179	281.2709649	WW_S12	WW	S12	263
UH_P060	345.5578325	WW_S12	WW	S12	263
UH_P064	262.849247	WW_S12	WW	S12	263
UH_P074	234.7448348	WW_S12	WW	S12	263
UH_P087	199.9845885	WW_S12	WW	S12	263
UH_P089	239.3538033	WW_S12	WW	S12	263
UH_P104	297.5217347	WW_S12	WW	S12	263
UH_P115	286.29806	WW_S12	WW	S12	263
UH_P128	264.3609145	WW_S12	WW	S12	263
UH_P148	221.3023283	WW_S12	WW	S12	263
UH_S018	260.1119058	WW_S12	WW	S12	263
UH_S020	275.5089896	WW_S12	WW	S12	263
UH_S025	315.2815289	WW_S12	WW	S12	263
UH250	313.4096255	WW_S12	WW	S12	263
UH304	220.7926599	WW_S12	WW	S12	263
Va26	327.805859	WW_S12	WW	S12	263
W117	314.2996502	WW_S12	WW	S12	263
W153R	256.5381395	WW_S12	WW	S12	263
W182E	235.5767945	WW_S12	WW	S12	263
W23	230.2627428	WW_S12	WW	S12	263
W602S	226.4197032	WW_S12	WW	S12	263
W604S	272.9529598	WW_S12	WW	S12	263
W64A	247.855024	WW_S12	WW	S12	263
W9	203.3864744	WW_S12	WW	S12	263
W95115	277.1982051	WW_S12	WW	S12	263
Wf9	256.5520189	WW_S12	WW	S12	263
11430	271.4519159	WW_S13	WW	S13	287
A3	255.1518832	WW_S13	WW	S13	287
A310	296.5677457	WW_S13	WW	S13	287
A347	288.7549651	WW_S13	WW	S13	287
A374	314.4661781	WW_S13	WW	S13	287
A375	255.9438777	WW_S13	WW	S13	287
A554	234.0416931	WW_S13	WW	S13	287
AS5707	287.9445543	WW_S13	WW	S13	287
B100	312.800507	WW_S13	WW	S13	287
B104	321.7647153	WW_S13	WW	S13	287
B105	330.2476144	WW_S13	WW	S13	287
B106	299.0932441	WW_S13	WW	S13	287
B107	236.8411991	WW_S13	WW	S13	287
B108	272.8621251	WW_S13	WW	S13	287
B109	291.5137384	WW_S13	WW	S13	287
B110	262.3810907	WW_S13	WW	S13	287
B113	197.7994929	WW_S13	WW	S13	287
B37	274.1997695	WW_S13	WW	S13	287
B73	284.4690567	WW_S13	WW	S13	287
B84	265.813824	WW_S13	WW	S13	287
B89	260.2331462	WW_S13	WW	S13	287
B97	301.1634292	WW_S13	WW	S13	287
B98	202.290616	WW_S13	WW	S13	287
C103	267.7483266	WW_S13	WW	S13	287
CO109	310.4278878	WW_S13	WW	S13	287
CR1Ht	347.9208525	WW_S13	WW	S13	287
D09	336.1937034	WW_S13	WW	S13	287
DE811	254.7696273	WW_S13	WW	S13	287
DK4676A	244.6862322	WW_S13	WW	S13	287
DK78010	212.0353689	WW_S13	WW	S13	287
DK78371A	275.5761802	WW_S13	WW	S13	287
DKFAPW	325.7133774	WW_S13	WW	S13	287
DKFBHJ	244.7285743	WW_S13	WW	S13	287
DKIBO2	328.7739915	WW_S13	WW	S13	287
DKMBST	353.3645409	WW_S13	WW	S13	287
EA1027	334.4565743	WW_S13	WW	S13	287
EA1163	388.5454268	WW_S13	WW	S13	287
EA3076	344.4455959	WW_S13	WW	S13	287
EC136	284.231025	WW_S13	WW	S13	287
EC140	288.0686958	WW_S13	WW	S13	287
EC151	206.1316366	WW_S13	WW	S13	287
EC169	281.9413937	WW_S13	WW	S13	287
EC175	317.2542307	WW_S13	WW	S13	287
EC232	262.4810134	WW_S13	WW	S13	287
EC242C	304.209054	WW_S13	WW	S13	287
EC334	244.0406712	WW_S13	WW	S13	287
EP10	397.130413	WW_S13	WW	S13	287
EP2008-18	303.7853712	WW_S13	WW	S13	287
EP2008-22	241.1055514	WW_S13	WW	S13	287
EP29	251.3954136	WW_S13	WW	S13	287
EP51	332.2181469	WW_S13	WW	S13	287
EP52	363.2183332	WW_S13	WW	S13	287
EP55	303.7708429	WW_S13	WW	S13	287
EP67	352.6650156	WW_S13	WW	S13	287
EP72	307.9610629	WW_S13	WW	S13	287
EP77	457.1804313	WW_S13	WW	S13	287
EZ11A	250.1680498	WW_S13	WW	S13	287
EZ18	354.112761	WW_S13	WW	S13	287
EZ31	327.012857	WW_S13	WW	S13	287
EZ34	293.3070736	WW_S13	WW	S13	287
EZ35	233.8723418	WW_S13	WW	S13	287
EZ36	265.025268	WW_S13	WW	S13	287
EZ37	229.8228197	WW_S13	WW	S13	287
EZ38	300.8420938	WW_S13	WW	S13	287
EZ40	218.6639447	WW_S13	WW	S13	287
EZ42	245.7703398	WW_S13	WW	S13	287
EZ47	335.5499667	WW_S13	WW	S13	287
EZ48	254.6044698	WW_S13	WW	S13	287
F04401	266.692692	WW_S13	WW	S13	287
F04402	208.1555494	WW_S13	WW	S13	287
F04701	293.3328188	WW_S13	WW	S13	287
F04702	261.4188232	WW_S13	WW	S13	287
F05101	302.3711603	WW_S13	WW	S13	287
F05404	237.2294086	WW_S13	WW	S13	287
F1808	273.2992348	WW_S13	WW	S13	287
F1890	248.7670075	WW_S13	WW	S13	287
F218	313.9409346	WW_S13	WW	S13	287
F252	330.9217128	WW_S13	WW	S13	287
F353	313.4513181	WW_S13	WW	S13	287
F354	202.0199002	WW_S13	WW	S13	287
F546	291.5215797	WW_S13	WW	S13	287
F608	236.3091492	WW_S13	WW	S13	287
F618	279.8892766	WW_S13	WW	S13	287
F7001	255.8431494	WW_S13	WW	S13	287
F7019	379.0333829	WW_S13	WW	S13	287
F7025	308.2191377	WW_S13	WW	S13	287
F7028	264.6877364	WW_S13	WW	S13	287
F7057	256.9093393	WW_S13	WW	S13	287
F7058	300.0229563	WW_S13	WW	S13	287
F7081	359.4008338	WW_S13	WW	S13	287
F7082	289.7305909	WW_S13	WW	S13	287
F712	246.0614738	WW_S13	WW	S13	287
F748	293.0724918	WW_S13	WW	S13	287
F752	185.2481719	WW_S13	WW	S13	287
F838	279.9663777	WW_S13	WW	S13	287
F874	333.2724172	WW_S13	WW	S13	287
F888	295.532528	WW_S13	WW	S13	287
F894	248.8680809	WW_S13	WW	S13	287
F908	247.6784255	WW_S13	WW	S13	287
F912	290.5460425	WW_S13	WW	S13	287
F918	359.5979759	WW_S13	WW	S13	287
F922	271.5087842	WW_S13	WW	S13	287
F98902	310.1288498	WW_S13	WW	S13	287
FP1	418.6703097	WW_S13	WW	S13	287
FR19	269.1041623	WW_S13	WW	S13	287
FR697	258.9095145	WW_S13	WW	S13	287
H99	271.2413201	WW_S13	WW	S13	287
HMV5301	326.4027764	WW_S13	WW	S13	287
HMV5325	288.2654122	WW_S13	WW	S13	287
HMV5343	265.0966624	WW_S13	WW	S13	287
HMV5347	305.6587873	WW_S13	WW	S13	287
HMV5405	258.6080689	WW_S13	WW	S13	287
HMV5409	284.7379332	WW_S13	WW	S13	287
HMV5422	274.8231984	WW_S13	WW	S13	287
HMV5502	396.1167315	WW_S13	WW	S13	287
I198	349.6486647	WW_S13	WW	S13	287
I205	182.6837208	WW_S13	WW	S13	287
I211	326.795942	WW_S13	WW	S13	287
I238	268.7429087	WW_S13	WW	S13	287
I242	286.4858869	WW_S13	WW	S13	287
I261	285.4244366	WW_S13	WW	S13	287
I267	332.2156732	WW_S13	WW	S13	287
IDT	313.4260966	WW_S13	WW	S13	287
LAN496	303.084209	WW_S13	WW	S13	287
LH123Ht	285.9906045	WW_S13	WW	S13	287
LH145	252.8854453	WW_S13	WW	S13	287
LH38	311.7232949	WW_S13	WW	S13	287
LH39	275.960171	WW_S13	WW	S13	287
LH59	286.9558523	WW_S13	WW	S13	287
LH60	245.7132545	WW_S13	WW	S13	287
LH65	203.295862	WW_S13	WW	S13	287
LH74	240.2258105	WW_S13	WW	S13	287
LH82	245.8116191	WW_S13	WW	S13	287
LH93	248.8050715	WW_S13	WW	S13	287
Lo1016	324.0845353	WW_S13	WW	S13	287
Lo1026	326.3722581	WW_S13	WW	S13	287
Lo1035	281.8028896	WW_S13	WW	S13	287
Lo1038	207.8834663	WW_S13	WW	S13	287
Lo1056	281.2094402	WW_S13	WW	S13	287
Lo1063	206.5300626	WW_S13	WW	S13	287
Lo1087	238.2773065	WW_S13	WW	S13	287
Lo1094	255.9952335	WW_S13	WW	S13	287
Lo1095	205.5905086	WW_S13	WW	S13	287
Lo1101	311.7939021	WW_S13	WW	S13	287
Lo1106	272.044433	WW_S13	WW	S13	287
Lo1123	333.296954	WW_S13	WW	S13	287
Lo1124	263.9627028	WW_S13	WW	S13	287
Lo1172	316.0223987	WW_S13	WW	S13	287
Lo1180	298.2261007	WW_S13	WW	S13	287
Lo1187	246.199504	WW_S13	WW	S13	287
Lo1199	297.5014762	WW_S13	WW	S13	287
Lo1203	219.6006284	WW_S13	WW	S13	287
Lo1223	346.3152654	WW_S13	WW	S13	287
Lo1251	308.4187942	WW_S13	WW	S13	287
Lo1253	351.6201718	WW_S13	WW	S13	287
Lo1261	276.8478044	WW_S13	WW	S13	287
Lo1266	243.2997022	WW_S13	WW	S13	287
Lo1270	284.0710555	WW_S13	WW	S13	287
Lo1273	303.8786719	WW_S13	WW	S13	287
Lo1274	331.9572231	WW_S13	WW	S13	287
Lo1280	229.3376192	WW_S13	WW	S13	287
Lo1284	247.2656492	WW_S13	WW	S13	287
Lo1288	254.4837878	WW_S13	WW	S13	287
Lo1290	350.0369854	WW_S13	WW	S13	287
Lo1301	245.3781764	WW_S13	WW	S13	287
Lo904	291.6332219	WW_S13	WW	S13	287
Lp5	336.4574966	WW_S13	WW	S13	287
ML606	345.7092119	WW_S13	WW	S13	287
Mo15W	227.2798513	WW_S13	WW	S13	287
Mo17	276.1784075	WW_S13	WW	S13	287
MS153	302.2206143	WW_S13	WW	S13	287
MS71	287.3259497	WW_S13	WW	S13	287
N16	227.2056165	WW_S13	WW	S13	287
N192	282.9549037	WW_S13	WW	S13	287
N22	224.5721772	WW_S13	WW	S13	287
N25	268.5500844	WW_S13	WW	S13	287
N6	286.6366752	WW_S13	WW	S13	287
NC290	284.589874	WW_S13	WW	S13	287
NC358	273.4728568	WW_S13	WW	S13	287
NDB8	207.5239224	WW_S13	WW	S13	287
NK764	265.4680793	WW_S13	WW	S13	287
NK807	325.4053027	WW_S13	WW	S13	287
NQ508	306.6327614	WW_S13	WW	S13	287
NS701	318.1214246	WW_S13	WW	S13	287
Oh02	287.6048293	WW_S13	WW	S13	287
Oh33	359.5888499	WW_S13	WW	S13	287
Oh40B	345.8350992	WW_S13	WW	S13	287
Oh43	332.4596083	WW_S13	WW	S13	287
Os426	330.7462936	WW_S13	WW	S13	287
P465P	298.2483769	WW_S13	WW	S13	287
Pa36	263.5747723	WW_S13	WW	S13	287
Pa405	281.9181941	WW_S13	WW	S13	287
Pa91	284.3226716	WW_S13	WW	S13	287
PB116	273.7615396	WW_S13	WW	S13	287
PB98TR	305.2225963	WW_S13	WW	S13	287
PH207	275.7105867	WW_S13	WW	S13	287
PHB09	278.3030855	WW_S13	WW	S13	287
PHG35	230.3037467	WW_S13	WW	S13	287
PHG39	299.3511688	WW_S13	WW	S13	287
PHG47	256.8615735	WW_S13	WW	S13	287
PHG50	276.7234194	WW_S13	WW	S13	287
PHG71	264.1254791	WW_S13	WW	S13	287
PHG80	251.4775917	WW_S13	WW	S13	287
PHG84	195.6060496	WW_S13	WW	S13	287
PHG86	272.9930724	WW_S13	WW	S13	287
PHH93	282.16904	WW_S13	WW	S13	287
PHJ40	257.8210443	WW_S13	WW	S13	287
PHK29	325.8602213	WW_S13	WW	S13	287
PHK76	200.5875129	WW_S13	WW	S13	287
PHR36	308.2878129	WW_S13	WW	S13	287
PHT77	338.4268456	WW_S13	WW	S13	287
PHV63	284.2621752	WW_S13	WW	S13	287
PHW65	217.1369424	WW_S13	WW	S13	287
PHZ51	390.9563011	WW_S13	WW	S13	287
SC-Malawi	443.7046843	WW_S13	WW	S13	287
SGI061	280.5542907	WW_S13	WW	S13	287
UH_2500	229.7827373	WW_S13	WW	S13	287
UH_6102	328.2314993	WW_S13	WW	S13	287
UH_6179	240.475427	WW_S13	WW	S13	287
UH_P060	334.1935707	WW_S13	WW	S13	287
UH_P064	313.9102769	WW_S13	WW	S13	287
UH_P074	256.8130596	WW_S13	WW	S13	287
UH_P087	252.2992403	WW_S13	WW	S13	287
UH_P089	296.7217839	WW_S13	WW	S13	287
UH_P104	315.7241159	WW_S13	WW	S13	287
UH_P115	296.5772373	WW_S13	WW	S13	287
UH_P128	307.8353768	WW_S13	WW	S13	287
UH_P148	222.000269	WW_S13	WW	S13	287
UH_S018	255.5978421	WW_S13	WW	S13	287
UH_S020	268.5151376	WW_S13	WW	S13	287
UH_S025	379.0755273	WW_S13	WW	S13	287
UH250	394.2914384	WW_S13	WW	S13	287
UH304	279.0271583	WW_S13	WW	S13	287
Va26	353.9011698	WW_S13	WW	S13	287
W117	331.7357997	WW_S13	WW	S13	287
W153R	342.432411	WW_S13	WW	S13	287
W182E	319.0996213	WW_S13	WW	S13	287
W23	243.4833304	WW_S13	WW	S13	287
W602S	258.2232555	WW_S13	WW	S13	287
W604S	297.2996403	WW_S13	WW	S13	287
W64A	267.7391066	WW_S13	WW	S13	287
W9	264.0479233	WW_S13	WW	S13	287
W95115	334.0063954	WW_S13	WW	S13	287
Wf9	311.3414259	WW_S13	WW	S13	287
11430	361.541838	WW_S16	WW	S16	330
A3	395.1396658	WW_S16	WW	S16	330
A310	307.2653099	WW_S16	WW	S16	330
A347	301.1444247	WW_S16	WW	S16	330
A374	323.0138942	WW_S16	WW	S16	330
A375	319.2071109	WW_S16	WW	S16	330
A554	292.0715976	WW_S16	WW	S16	330
AS5707	335.4060736	WW_S16	WW	S16	330
B100	383.7332761	WW_S16	WW	S16	330
B104	302.4665189	WW_S16	WW	S16	330
B105	317.2342835	WW_S16	WW	S16	330
B106	423.7720783	WW_S16	WW	S16	330
B107	217.0803305	WW_S16	WW	S16	330
B108	338.5450211	WW_S16	WW	S16	330
B109	335.8471434	WW_S16	WW	S16	330
B110	312.9667496	WW_S16	WW	S16	330
B113	322.0016926	WW_S16	WW	S16	330
B37	382.2865158	WW_S16	WW	S16	330
B73	323.4923321	WW_S16	WW	S16	330
B84	300.4043409	WW_S16	WW	S16	330
B89	253.6865435	WW_S16	WW	S16	330
B97	351.5979295	WW_S16	WW	S16	330
B98	302.3755399	WW_S16	WW	S16	330
C103	280.4497499	WW_S16	WW	S16	330
CO109	400.3170443	WW_S16	WW	S16	330
CR1Ht	361.3792016	WW_S16	WW	S16	330
D09	386.741695	WW_S16	WW	S16	330
DE811	239.6131307	WW_S16	WW	S16	330
DK4676A	263.5439924	WW_S16	WW	S16	330
DK78010	269.4568572	WW_S16	WW	S16	330
DK78371A	329.5136888	WW_S16	WW	S16	330
DKFAPW	371.774041	WW_S16	WW	S16	330
DKFBHJ	325.9811774	WW_S16	WW	S16	330
DKIBO2	338.6220917	WW_S16	WW	S16	330
DKMBST	379.9910684	WW_S16	WW	S16	330
EA1027	390.3428115	WW_S16	WW	S16	330
EA1163	348.012399	WW_S16	WW	S16	330
EA3076	369.7140838	WW_S16	WW	S16	330
EC136	336.5813879	WW_S16	WW	S16	330
EC140	364.2460323	WW_S16	WW	S16	330
EC151	254.0174345	WW_S16	WW	S16	330
EC169	303.0206783	WW_S16	WW	S16	330
EC175	320.7061865	WW_S16	WW	S16	330
EC232	371.0476911	WW_S16	WW	S16	330
EC242C	344.9445251	WW_S16	WW	S16	330
EC334	257.6639305	WW_S16	WW	S16	330
EP10	385.4187834	WW_S16	WW	S16	330
EP2008-18	311.6947409	WW_S16	WW	S16	330
EP2008-22	368.5188836	WW_S16	WW	S16	330
EP29	285.4497315	WW_S16	WW	S16	330
EP51	406.8861112	WW_S16	WW	S16	330
EP52	406.7040676	WW_S16	WW	S16	330
EP55	264.7336201	WW_S16	WW	S16	330
EP67	345.7177343	WW_S16	WW	S16	330
EP72	353.0257122	WW_S16	WW	S16	330
EP77	437.0197836	WW_S16	WW	S16	330
EZ11A	251.5940175	WW_S16	WW	S16	330
EZ18	301.8191072	WW_S16	WW	S16	330
EZ31	375.3297839	WW_S16	WW	S16	330
EZ34	355.6556564	WW_S16	WW	S16	330
EZ35	330.4936807	WW_S16	WW	S16	330
EZ36	337.2621182	WW_S16	WW	S16	330
EZ37	299.4919473	WW_S16	WW	S16	330
EZ38	357.5166891	WW_S16	WW	S16	330
EZ40	271.088104	WW_S16	WW	S16	330
EZ42	277.5371133	WW_S16	WW	S16	330
EZ47	417.4203379	WW_S16	WW	S16	330
EZ48	306.3698138	WW_S16	WW	S16	330
F04401	259.5824685	WW_S16	WW	S16	330
F04402	307.2704876	WW_S16	WW	S16	330
F04701	302.5109233	WW_S16	WW	S16	330
F04702	353.9730198	WW_S16	WW	S16	330
F05101	348.9703433	WW_S16	WW	S16	330
F05404	327.1191266	WW_S16	WW	S16	330
F1808	308.1016379	WW_S16	WW	S16	330
F1890	330.5310693	WW_S16	WW	S16	330
F218	323.1610685	WW_S16	WW	S16	330
F252	343.1415968	WW_S16	WW	S16	330
F353	376.5323704	WW_S16	WW	S16	330
F354	285.6074089	WW_S16	WW	S16	330
F546	322.6899937	WW_S16	WW	S16	330
F608	381.7071516	WW_S16	WW	S16	330
F618	304.0418083	WW_S16	WW	S16	330
F7001	331.4828781	WW_S16	WW	S16	330
F7019	411.331444	WW_S16	WW	S16	330
F7025	334.9275653	WW_S16	WW	S16	330
F7028	353.8564322	WW_S16	WW	S16	330
F7057	342.515795	WW_S16	WW	S16	330
F7058	374.0313377	WW_S16	WW	S16	330
F7081	463.7357914	WW_S16	WW	S16	330
F7082	340.5777269	WW_S16	WW	S16	330
F712	339.8120804	WW_S16	WW	S16	330
F748	283.895232	WW_S16	WW	S16	330
F752	308.2357142	WW_S16	WW	S16	330
F838	393.3137595	WW_S16	WW	S16	330
F874	308.7675808	WW_S16	WW	S16	330
F888	291.1180669	WW_S16	WW	S16	330
F894	280.1735114	WW_S16	WW	S16	330
F908	315.6288286	WW_S16	WW	S16	330
F912	385.2260105	WW_S16	WW	S16	330
F918	298.7225637	WW_S16	WW	S16	330
F922	373.0706882	WW_S16	WW	S16	330
F98902	345.9406677	WW_S16	WW	S16	330
FP1	315.4705094	WW_S16	WW	S16	330
FR19	260.6416863	WW_S16	WW	S16	330
FR697	280.89837	WW_S16	WW	S16	330
H99	375.5863647	WW_S16	WW	S16	330
HMV5301	265.4119957	WW_S16	WW	S16	330
HMV5325	336.3783235	WW_S16	WW	S16	330
HMV5343	342.8402958	WW_S16	WW	S16	330
HMV5347	329.0530159	WW_S16	WW	S16	330
HMV5405	284.0341492	WW_S16	WW	S16	330
HMV5409	321.8682973	WW_S16	WW	S16	330
HMV5422	372.1615442	WW_S16	WW	S16	330
HMV5502	328.4656968	WW_S16	WW	S16	330
I198	340.0585516	WW_S16	WW	S16	330
I205	254.661764	WW_S16	WW	S16	330
I211	349.5379755	WW_S16	WW	S16	330
I238	316.2138658	WW_S16	WW	S16	330
I242	277.6289359	WW_S16	WW	S16	330
I261	264.5882159	WW_S16	WW	S16	330
I267	314.5238999	WW_S16	WW	S16	330
IDT	328.0588362	WW_S16	WW	S16	330
LAN496	402.8859305	WW_S16	WW	S16	330
LH123Ht	325.4278188	WW_S16	WW	S16	330
LH145	301.5866095	WW_S16	WW	S16	330
LH38	356.685872	WW_S16	WW	S16	330
LH39	380.6329248	WW_S16	WW	S16	330
LH59	355.0634852	WW_S16	WW	S16	330
LH60	266.6823256	WW_S16	WW	S16	330
LH65	310.3922067	WW_S16	WW	S16	330
LH74	270.6719879	WW_S16	WW	S16	330
LH82	321.2154434	WW_S16	WW	S16	330
LH93	295.2486155	WW_S16	WW	S16	330
Lo1016	320.2886238	WW_S16	WW	S16	330
Lo1026	328.9886134	WW_S16	WW	S16	330
Lo1035	330.9324687	WW_S16	WW	S16	330
Lo1038	326.3650363	WW_S16	WW	S16	330
Lo1056	407.5043009	WW_S16	WW	S16	330
Lo1063	293.109055	WW_S16	WW	S16	330
Lo1087	276.7742753	WW_S16	WW	S16	330
Lo1094	339.8511739	WW_S16	WW	S16	330
Lo1095	332.1854072	WW_S16	WW	S16	330
Lo1101	276.4529123	WW_S16	WW	S16	330
Lo1106	316.3831553	WW_S16	WW	S16	330
Lo1123	350.0934575	WW_S16	WW	S16	330
Lo1124	305.1340642	WW_S16	WW	S16	330
Lo1172	387.9588035	WW_S16	WW	S16	330
Lo1180	329.0238876	WW_S16	WW	S16	330
Lo1187	264.0805296	WW_S16	WW	S16	330
Lo1199	355.9192733	WW_S16	WW	S16	330
Lo1203	308.706981	WW_S16	WW	S16	330
Lo1223	334.946303	WW_S16	WW	S16	330
Lo1251	351.5314259	WW_S16	WW	S16	330
Lo1253	373.5195149	WW_S16	WW	S16	330
Lo1261	338.1805581	WW_S16	WW	S16	330
Lo1266	325.4625239	WW_S16	WW	S16	330
Lo1270	365.9662129	WW_S16	WW	S16	330
Lo1273	314.2473225	WW_S16	WW	S16	330
Lo1274	363.3145875	WW_S16	WW	S16	330
Lo1280	325.2041056	WW_S16	WW	S16	330
Lo1284	309.3415843	WW_S16	WW	S16	330
Lo1288	293.4534862	WW_S16	WW	S16	330
Lo1290	361.5174477	WW_S16	WW	S16	330
Lo1301	254.9478838	WW_S16	WW	S16	330
Lo904	301.0927577	WW_S16	WW	S16	330
Lp5	327.2087642	WW_S16	WW	S16	330
ML606	351.5178952	WW_S16	WW	S16	330
Mo15W	307.4788765	WW_S16	WW	S16	330
Mo17	285.9154274	WW_S16	WW	S16	330
MS153	375.5327385	WW_S16	WW	S16	330
MS71	318.2346627	WW_S16	WW	S16	330
N16	229.8816198	WW_S16	WW	S16	330
N192	283.9581447	WW_S16	WW	S16	330
N22	315.7176192	WW_S16	WW	S16	330
N25	309.3768319	WW_S16	WW	S16	330
N6	320.8580735	WW_S16	WW	S16	330
NC290	316.4959979	WW_S16	WW	S16	330
NC358	326.1658906	WW_S16	WW	S16	330
NDB8	290.904378	WW_S16	WW	S16	330
NK764	291.6475844	WW_S16	WW	S16	330
NK807	393.0071731	WW_S16	WW	S16	330
NQ508	387.8818899	WW_S16	WW	S16	330
NS701	306.3732981	WW_S16	WW	S16	330
