Variety	Leaf_area	ENV	Treatment	Season	ENV_Leaf_area
F04702	0.292135925	WW_S12	WW	S12	0.32
F05101	0.353706438	WW_S12	WW	S12	0.32
F05404	0.300850602	WW_S12	WW	S12	0.32
F1808	0.279794536	WW_S12	WW	S12	0.32
F1890	0.349529885	WW_S12	WW	S12	0.32
F218	0.308012992	WW_S12	WW	S12	0.32
F252	0.321317675	WW_S12	WW	S12	0.32
F353	0.328516701	WW_S12	WW	S12	0.32
F354	0.274615274	WW_S12	WW	S12	0.32
F546	0.297207801	WW_S12	WW	S12	0.32
F608	0.319953199	WW_S12	WW	S12	0.32
F618	0.3473135	WW_S12	WW	S12	0.32
F7001	0.289680527	WW_S12	WW	S12	0.32
F7019	0.38982117	WW_S12	WW	S12	0.32
F7025	0.338301763	WW_S12	WW	S12	0.32
F7028	0.2985178	WW_S12	WW	S12	0.32
F7057	0.327171538	WW_S12	WW	S12	0.32
F7058	0.293460151	WW_S12	WW	S12	0.32
F7081	0.385779146	WW_S12	WW	S12	0.32
F7082	0.299328176	WW_S12	WW	S12	0.32
F712	0.288887894	WW_S12	WW	S12	0.32
F748	0.356011762	WW_S12	WW	S12	0.32
F752	0.320276743	WW_S12	WW	S12	0.32
F838	0.344193127	WW_S12	WW	S12	0.32
F874	0.345767232	WW_S12	WW	S12	0.32
F888	0.333909095	WW_S12	WW	S12	0.32
F894	0.336715545	WW_S12	WW	S12	0.32
F908	0.345589687	WW_S12	WW	S12	0.32
F912	0.32810032	WW_S12	WW	S12	0.32
F918	0.344152159	WW_S12	WW	S12	0.32
F922	0.320508613	WW_S12	WW	S12	0.32
F98902	0.285882204	WW_S12	WW	S12	0.32
FP1	0.40739606	WW_S12	WW	S12	0.32
FR19	0.319507043	WW_S12	WW	S12	0.32
FR697	0.30566213	WW_S12	WW	S12	0.32
H99	0.320673479	WW_S12	WW	S12	0.32
HMV5301	0.330204543	WW_S12	WW	S12	0.32
HMV5325	0.322812111	WW_S12	WW	S12	0.32
HMV5343	0.299483279	WW_S12	WW	S12	0.32
HMV5347	0.281580899	WW_S12	WW	S12	0.32
HMV5405	0.290406116	WW_S12	WW	S12	0.32
HMV5409	0.349378847	WW_S12	WW	S12	0.32
HMV5422	0.30474879	WW_S12	WW	S12	0.32
HMV5502	0.315888573	WW_S12	WW	S12	0.32
I198	0.3639172	WW_S12	WW	S12	0.32
I205	0.272849319	WW_S12	WW	S12	0.32
I211	0.328096782	WW_S12	WW	S12	0.32
I238	0.311078502	WW_S12	WW	S12	0.32
I242	0.331182597	WW_S12	WW	S12	0.32
I261	0.28082673	WW_S12	WW	S12	0.32
I267	0.359681794	WW_S12	WW	S12	0.32
IDT	0.327573263	WW_S12	WW	S12	0.32
LAN496	0.328357422	WW_S12	WW	S12	0.32
LH123Ht	0.378126678	WW_S12	WW	S12	0.32
LH145	0.319278127	WW_S12	WW	S12	0.32
LH38	0.373018	WW_S12	WW	S12	0.32
LH39	0.405425467	WW_S12	WW	S12	0.32
LH59	0.289591634	WW_S12	WW	S12	0.32
LH60	0.295785118	WW_S12	WW	S12	0.32
LH65	0.318426652	WW_S12	WW	S12	0.32
LH74	0.301570865	WW_S12	WW	S12	0.32
LH82	0.258432528	WW_S12	WW	S12	0.32
LH93	0.293068024	WW_S12	WW	S12	0.32
Lo1016	0.32698528	WW_S12	WW	S12	0.32
Lo1026	0.312259545	WW_S12	WW	S12	0.32
Lo1035	0.313989388	WW_S12	WW	S12	0.32
Lo1038	0.289263389	WW_S12	WW	S12	0.32
Lo1056	0.304506784	WW_S12	WW	S12	0.32
Lo1063	0.301055568	WW_S12	WW	S12	0.32
Lo1087	0.229475513	WW_S12	WW	S12	0.32
Lo1094	0.308673375	WW_S12	WW	S12	0.32
Lo1095	0.332887928	WW_S12	WW	S12	0.32
Lo1101	0.28302543	WW_S12	WW	S12	0.32
Lo1106	0.267372252	WW_S12	WW	S12	0.32
Lo1123	0.405160686	WW_S12	WW	S12	0.32
Lo1124	0.270544088	WW_S12	WW	S12	0.32
Lo1172	0.322279758	WW_S12	WW	S12	0.32
Lo1180	0.320140547	WW_S12	WW	S12	0.32
Lo1187	0.29993761	WW_S12	WW	S12	0.32
Lo1199	0.297028173	WW_S12	WW	S12	0.32
Lo1203	0.291054549	WW_S12	WW	S12	0.32
Lo1223	0.320330928	WW_S12	WW	S12	0.32
Lo1251	0.275852651	WW_S12	WW	S12	0.32
Lo1253	0.317297184	WW_S12	WW	S12	0.32
Lo1261	0.26756025	WW_S12	WW	S12	0.32
Lo1266	0.350894748	WW_S12	WW	S12	0.32
Lo1270	0.318444363	WW_S12	WW	S12	0.32
Lo1273	0.353859509	WW_S12	WW	S12	0.32
Lo1274	0.322790914	WW_S12	WW	S12	0.32
Lo1280	0.276827413	WW_S12	WW	S12	0.32
Lo1284	0.357484737	WW_S12	WW	S12	0.32
Lo1288	0.269685322	WW_S12	WW	S12	0.32
Lo1290	0.293214867	WW_S12	WW	S12	0.32
Lo1301	0.334283352	WW_S12	WW	S12	0.32
Lo904	0.306601586	WW_S12	WW	S12	0.32
Lp5	0.308114225	WW_S12	WW	S12	0.32
ML606	0.348112888	WW_S12	WW	S12	0.32
Mo15W	0.289098204	WW_S12	WW	S12	0.32
Mo17	0.326691283	WW_S12	WW	S12	0.32
MS153	0.356480449	WW_S12	WW	S12	0.32
MS71	0.307649452	WW_S12	WW	S12	0.32
N16	0.284829146	WW_S12	WW	S12	0.32
N192	0.323786994	WW_S12	WW	S12	0.32
N22	0.312220787	WW_S12	WW	S12	0.32
N25	0.297651165	WW_S12	WW	S12	0.32
N6	0.307570278	WW_S12	WW	S12	0.32
NC290	0.301764155	WW_S12	WW	S12	0.32
NC358	0.310525929	WW_S12	WW	S12	0.32
NDB8	0.269950908	WW_S12	WW	S12	0.32
NK764	0.318431309	WW_S12	WW	S12	0.32
NK807	0.370041996	WW_S12	WW	S12	0.32
NQ508	0.284885544	WW_S12	WW	S12	0.32
NS701	0.340833384	WW_S12	WW	S12	0.32
Oh02	0.311266055	WW_S12	WW	S12	0.32
Oh33	0.342508104	WW_S12	WW	S12	0.32
Oh40B	0.383846263	WW_S12	WW	S12	0.32
Oh43	0.376247773	WW_S12	WW	S12	0.32
Os426	0.354885504	WW_S12	WW	S12	0.32
P465P	0.353956099	WW_S12	WW	S12	0.32
Pa36	0.30325119	WW_S12	WW	S12	0.32
Pa405	0.300044239	WW_S12	WW	S12	0.32
Pa91	0.34598231	WW_S12	WW	S12	0.32
PB116	0.321199962	WW_S12	WW	S12	0.32
PB98TR	0.316020944	WW_S12	WW	S12	0.32
PH207	0.20420672	WW_S12	WW	S12	0.32
PHB09	0.309530259	WW_S12	WW	S12	0.32
PHG35	0.264892832	WW_S12	WW	S12	0.32
PHG39	0.385524385	WW_S12	WW	S12	0.32
PHG47	0.314040228	WW_S12	WW	S12	0.32
PHG50	0.317859495	WW_S12	WW	S12	0.32
PHG71	0.339431641	WW_S12	WW	S12	0.32
PHG80	0.300157284	WW_S12	WW	S12	0.32
PHG84	0.295729721	WW_S12	WW	S12	0.32
PHG86	0.32044951	WW_S12	WW	S12	0.32
PHH93	0.296342299	WW_S12	WW	S12	0.32
PHJ40	0.34253451	WW_S12	WW	S12	0.32
PHK29	0.375457124	WW_S12	WW	S12	0.32
PHK76	0.277827614	WW_S12	WW	S12	0.32
PHR36	0.340392545	WW_S12	WW	S12	0.32
PHT77	0.337407535	WW_S12	WW	S12	0.32
PHV63	0.342462162	WW_S12	WW	S12	0.32
PHW65	0.271158314	WW_S12	WW	S12	0.32
PHZ51	0.355968079	WW_S12	WW	S12	0.32
SC-Malawi	0.356082269	WW_S12	WW	S12	0.32
SGI061	0.30189936	WW_S12	WW	S12	0.32
UH_2500	0.310196172	WW_S12	WW	S12	0.32
UH_6102	0.281131458	WW_S12	WW	S12	0.32
UH_6179	0.299796853	WW_S12	WW	S12	0.32
UH_P060	0.378463206	WW_S12	WW	S12	0.32
UH_P064	0.323262376	WW_S12	WW	S12	0.32
UH_P074	0.243256934	WW_S12	WW	S12	0.32
UH_P087	0.23789358	WW_S12	WW	S12	0.32
UH_P089	0.311308719	WW_S12	WW	S12	0.32
UH_P104	0.35887747	WW_S12	WW	S12	0.32
UH_P115	0.336865233	WW_S12	WW	S12	0.32
UH_P128	0.317222009	WW_S12	WW	S12	0.32
UH_P148	0.266670974	WW_S12	WW	S12	0.32
UH_S018	0.322226129	WW_S12	WW	S12	0.32
UH_S020	0.319557064	WW_S12	WW	S12	0.32
UH_S025	0.372839757	WW_S12	WW	S12	0.32
UH250	0.385223151	WW_S12	WW	S12	0.32
UH304	0.251322407	WW_S12	WW	S12	0.32
Va26	0.384154855	WW_S12	WW	S12	0.32
W117	0.343686593	WW_S12	WW	S12	0.32
W153R	0.323288774	WW_S12	WW	S12	0.32
W182E	0.303912485	WW_S12	WW	S12	0.32
W23	0.318304307	WW_S12	WW	S12	0.32
W602S	0.293095321	WW_S12	WW	S12	0.32
W604S	0.343516293	WW_S12	WW	S12	0.32
W64A	0.299326338	WW_S12	WW	S12	0.32
W9	0.23589677	WW_S12	WW	S12	0.32
W95115	0.341104202	WW_S12	WW	S12	0.32
Wf9	0.30934103	WW_S12	WW	S12	0.32
11430	0.397154943	WW_S13	WW	S13	0.39
A3	0.341787987	WW_S13	WW	S13	0.39
A310	0.409809231	WW_S13	WW	S13	0.39
A347	0.386252335	WW_S13	WW	S13	0.39
A374	0.441742011	WW_S13	WW	S13	0.39
A375	0.381776894	WW_S13	WW	S13	0.39
A554	0.369433121	WW_S13	WW	S13	0.39
AS5707	0.381263913	WW_S13	WW	S13	0.39
B100	0.417888796	WW_S13	WW	S13	0.39
B104	0.430471084	WW_S13	WW	S13	0.39
B105	0.41627605	WW_S13	WW	S13	0.39
B106	0.384014086	WW_S13	WW	S13	0.39
B107	0.333373329	WW_S13	WW	S13	0.39
B108	0.375417122	WW_S13	WW	S13	0.39
B109	0.377719154	WW_S13	WW	S13	0.39
B110	0.390117495	WW_S13	WW	S13	0.39
B113	0.326986306	WW_S13	WW	S13	0.39
B37	0.366052443	WW_S13	WW	S13	0.39
B73	0.370918972	WW_S13	WW	S13	0.39
B84	0.383183295	WW_S13	WW	S13	0.39
B89	0.395177428	WW_S13	WW	S13	0.39
B97	0.431089794	WW_S13	WW	S13	0.39
B98	0.322364373	WW_S13	WW	S13	0.39
C103	0.39416561	WW_S13	WW	S13	0.39
CO109	0.380410563	WW_S13	WW	S13	0.39
CR1Ht	0.451699845	WW_S13	WW	S13	0.39
D09	0.407921983	WW_S13	WW	S13	0.39
DE811	0.347183979	WW_S13	WW	S13	0.39
DK4676A	0.305033383	WW_S13	WW	S13	0.39
DK78010	0.296239463	WW_S13	WW	S13	0.39
DK78371A	0.368176717	WW_S13	WW	S13	0.39
DKFAPW	0.42376167	WW_S13	WW	S13	0.39
DKFBHJ	0.379502736	WW_S13	WW	S13	0.39
DKIBO2	0.434606011	WW_S13	WW	S13	0.39
DKMBST	0.470946497	WW_S13	WW	S13	0.39
EA1027	0.431189758	WW_S13	WW	S13	0.39
EA1163	0.455963459	WW_S13	WW	S13	0.39
EA3076	0.44751936	WW_S13	WW	S13	0.39
EC136	0.400499913	WW_S13	WW	S13	0.39
EC140	0.409372655	WW_S13	WW	S13	0.39
EC151	0.321997423	WW_S13	WW	S13	0.39
EC169	0.366963153	WW_S13	WW	S13	0.39
EC175	0.40597627	WW_S13	WW	S13	0.39
EC232	0.37769834	WW_S13	WW	S13	0.39
EC242C	0.39594013	WW_S13	WW	S13	0.39
EC334	0.367621597	WW_S13	WW	S13	0.39
EP10	0.443017922	WW_S13	WW	S13	0.39
EP2008-18	0.383816408	WW_S13	WW	S13	0.39
EP2008-22	0.360107827	WW_S13	WW	S13	0.39
EP29	0.36823075	WW_S13	WW	S13	0.39
EP51	0.400898084	WW_S13	WW	S13	0.39
EP52	0.466364408	WW_S13	WW	S13	0.39
EP55	0.423153665	WW_S13	WW	S13	0.39
EP67	0.435769975	WW_S13	WW	S13	0.39
EP72	0.383512961	WW_S13	WW	S13	0.39
EP77	0.522684095	WW_S13	WW	S13	0.39
EZ11A	0.320200241	WW_S13	WW	S13	0.39
EZ18	0.438271654	WW_S13	WW	S13	0.39
EZ31	0.416846384	WW_S13	WW	S13	0.39
EZ34	0.412610616	WW_S13	WW	S13	0.39
EZ35	0.363779467	WW_S13	WW	S13	0.39
EZ36	0.382414977	WW_S13	WW	S13	0.39
EZ37	0.363403406	WW_S13	WW	S13	0.39
EZ38	0.435625577	WW_S13	WW	S13	0.39
EZ40	0.314552943	WW_S13	WW	S13	0.39
EZ42	0.392654728	WW_S13	WW	S13	0.39
EZ47	0.384698217	WW_S13	WW	S13	0.39
EZ48	0.334674366	WW_S13	WW	S13	0.39
F04401	0.369946499	WW_S13	WW	S13	0.39
F04402	0.300132968	WW_S13	WW	S13	0.39
F04701	0.400407892	WW_S13	WW	S13	0.39
F04702	0.414671328	WW_S13	WW	S13	0.39
F05101	0.403924094	WW_S13	WW	S13	0.39
F05404	0.343086022	WW_S13	WW	S13	0.39
F1808	0.404566137	WW_S13	WW	S13	0.39
F1890	0.358536933	WW_S13	WW	S13	0.39
F218	0.425243087	WW_S13	WW	S13	0.39
F252	0.438199733	WW_S13	WW	S13	0.39
F353	0.448508984	WW_S13	WW	S13	0.39
F354	0.368051529	WW_S13	WW	S13	0.39
F546	0.364779371	WW_S13	WW	S13	0.39
F608	0.34908723	WW_S13	WW	S13	0.39
F618	0.404510417	WW_S13	WW	S13	0.39
F7001	0.355785934	WW_S13	WW	S13	0.39
F7019	0.456652953	WW_S13	WW	S13	0.39
F7025	0.396096487	WW_S13	WW	S13	0.39
F7028	0.383559791	WW_S13	WW	S13	0.39
F7057	0.370954636	WW_S13	WW	S13	0.39
F7058	0.399238917	WW_S13	WW	S13	0.39
F7081	0.455794499	WW_S13	WW	S13	0.39
F7082	0.395423177	WW_S13	WW	S13	0.39
F712	0.335521441	WW_S13	WW	S13	0.39
F748	0.409663132	WW_S13	WW	S13	0.39
F752	0.295898701	WW_S13	WW	S13	0.39
F838	0.3788199	WW_S13	WW	S13	0.39
F874	0.432382206	WW_S13	WW	S13	0.39
F888	0.367334556	WW_S13	WW	S13	0.39
F894	0.410604885	WW_S13	WW	S13	0.39
F908	0.358041599	WW_S13	WW	S13	0.39
F912	0.419723646	WW_S13	WW	S13	0.39
F918	0.381166476	WW_S13	WW	S13	0.39
F922	0.339321001	WW_S13	WW	S13	0.39
F98902	0.4005406	WW_S13	WW	S13	0.39
FP1	0.541620448	WW_S13	WW	S13	0.39
FR19	0.375056961	WW_S13	WW	S13	0.39
FR697	0.324056636	WW_S13	WW	S13	0.39
H99	0.367624458	WW_S13	WW	S13	0.39
HMV5301	0.41887186	WW_S13	WW	S13	0.39
HMV5325	0.382430957	WW_S13	WW	S13	0.39
HMV5343	0.365553172	WW_S13	WW	S13	0.39
HMV5347	0.404589327	WW_S13	WW	S13	0.39
HMV5405	0.356262812	WW_S13	WW	S13	0.39
HMV5409	0.387868423	WW_S13	WW	S13	0.39
HMV5422	0.347785155	WW_S13	WW	S13	0.39
HMV5502	0.418948516	WW_S13	WW	S13	0.39
I198	0.433969295	WW_S13	WW	S13	0.39
I205	0.26875998	WW_S13	WW	S13	0.39
I211	0.422186793	WW_S13	WW	S13	0.39
I238	0.382876887	WW_S13	WW	S13	0.39
I242	0.386816793	WW_S13	WW	S13	0.39
I261	0.334728049	WW_S13	WW	S13	0.39
I267	0.43808949	WW_S13	WW	S13	0.39
IDT	0.38992215	WW_S13	WW	S13	0.39
LAN496	0.396428774	WW_S13	WW	S13	0.39
LH123Ht	0.444285363	WW_S13	WW	S13	0.39
LH145	0.367569411	WW_S13	WW	S13	0.39
LH38	0.425527164	WW_S13	WW	S13	0.39
LH39	0.400894449	WW_S13	WW	S13	0.39
LH59	0.390169113	WW_S13	WW	S13	0.39
LH60	0.37958389	WW_S13	WW	S13	0.39
LH65	0.332695042	WW_S13	WW	S13	0.39
LH74	0.376504888	WW_S13	WW	S13	0.39
LH82	0.363219779	WW_S13	WW	S13	0.39
LH93	0.376235938	WW_S13	WW	S13	0.39
Lo1016	0.435849265	WW_S13	WW	S13	0.39
Lo1026	0.40012177	WW_S13	WW	S13	0.39
Lo1035	0.41926349	WW_S13	WW	S13	0.39
Lo1038	0.303080372	WW_S13	WW	S13	0.39
Lo1056	0.354843516	WW_S13	WW	S13	0.39
Lo1063	0.349447161	WW_S13	WW	S13	0.39
Lo1087	0.315091961	WW_S13	WW	S13	0.39
Lo1094	0.373749547	WW_S13	WW	S13	0.39
Lo1095	0.373448763	WW_S13	WW	S13	0.39
Lo1101	0.429093127	WW_S13	WW	S13	0.39
Lo1106	0.388605255	WW_S13	WW	S13	0.39
Lo1123	0.448148057	WW_S13	WW	S13	0.39
Lo1124	0.34470365	WW_S13	WW	S13	0.39
Lo1172	0.433038811	WW_S13	WW	S13	0.39
Lo1180	0.426007574	WW_S13	WW	S13	0.39
Lo1187	0.394323329	WW_S13	WW	S13	0.39
Lo1199	0.404606538	WW_S13	WW	S13	0.39
Lo1203	0.344071585	WW_S13	WW	S13	0.39
Lo1223	0.425153605	WW_S13	WW	S13	0.39
Lo1251	0.383703747	WW_S13	WW	S13	0.39
Lo1253	0.425680533	WW_S13	WW	S13	0.39
Lo1261	0.363220474	WW_S13	WW	S13	0.39
Lo1266	0.357894515	WW_S13	WW	S13	0.39
Lo1270	0.382517689	WW_S13	WW	S13	0.39
Lo1273	0.431065918	WW_S13	WW	S13	0.39
Lo1274	0.426748323	WW_S13	WW	S13	0.39
Lo1280	0.33252719	WW_S13	WW	S13	0.39
Lo1284	0.390405864	WW_S13	WW	S13	0.39
Lo1288	0.34859143	WW_S13	WW	S13	0.39
Lo1290	0.419183214	WW_S13	WW	S13	0.39
Lo1301	0.347956384	WW_S13	WW	S13	0.39
Lo904	0.376564763	WW_S13	WW	S13	0.39
Lp5	0.443004587	WW_S13	WW	S13	0.39
ML606	0.486839134	WW_S13	WW	S13	0.39
Mo15W	0.351143073	WW_S13	WW	S13	0.39
Mo17	0.385670271	WW_S13	WW	S13	0.39
MS153	0.392484737	WW_S13	WW	S13	0.39
MS71	0.404514322	WW_S13	WW	S13	0.39
N16	0.319553727	WW_S13	WW	S13	0.39
N192	0.38278387	WW_S13	WW	S13	0.39
N22	0.282935933	WW_S13	WW	S13	0.39
N25	0.390533569	WW_S13	WW	S13	0.39
N6	0.364701465	WW_S13	WW	S13	0.39
NC290	0.389542788	WW_S13	WW	S13	0.39
NC358	0.384544755	WW_S13	WW	S13	0.39
NDB8	0.332874932	WW_S13	WW	S13	0.39
NK764	0.378980913	WW_S13	WW	S13	0.39
NK807	0.430424277	WW_S13	WW	S13	0.39
NQ508	0.386946768	WW_S13	WW	S13	0.39
NS701	0.444743106	WW_S13	WW	S13	0.39
Oh02	0.418040355	WW_S13	WW	S13	0.39
Oh33	0.438917293	WW_S13	WW	S13	0.39
Oh40B	0.416318851	WW_S13	WW	S13	0.39
Oh43	0.462166204	WW_S13	WW	S13	0.39
Os426	0.438200108	WW_S13	WW	S13	0.39
P465P	0.434531956	WW_S13	WW	S13	0.39
Pa36	0.363394965	WW_S13	WW	S13	0.39
Pa405	0.377404971	WW_S13	WW	S13	0.39
Pa91	0.360585905	WW_S13	WW	S13	0.39
PB116	0.360124228	WW_S13	WW	S13	0.39
PB98TR	0.395643076	WW_S13	WW	S13	0.39
PH207	0.35793534	WW_S13	WW	S13	0.39
PHB09	0.373388612	WW_S13	WW	S13	0.39
PHG35	0.344480906	WW_S13	WW	S13	0.39
PHG39	0.416898682	WW_S13	WW	S13	0.39
PHG47	0.352248329	WW_S13	WW	S13	0.39
PHG50	0.401262062	WW_S13	WW	S13	0.39
PHG71	0.401423404	WW_S13	WW	S13	0.39
PHG80	0.342832307	WW_S13	WW	S13	0.39
PHG84	0.328547793	WW_S13	WW	S13	0.39
PHG86	0.394426329	WW_S13	WW	S13	0.39
PHH93	0.374547783	WW_S13	WW	S13	0.39
PHJ40	0.369514435	WW_S13	WW	S13	0.39
PHK29	0.458994286	WW_S13	WW	S13	0.39
PHK76	0.299202118	WW_S13	WW	S13	0.39
PHR36	0.393734916	WW_S13	WW	S13	0.39
PHT77	0.454552466	WW_S13	WW	S13	0.39
PHV63	0.405074338	WW_S13	WW	S13	0.39
PHW65	0.326510545	WW_S13	WW	S13	0.39
PHZ51	0.512051861	WW_S13	WW	S13	0.39
SC-Malawi	0.482537231	WW_S13	WW	S13	0.39
SGI061	0.371720883	WW_S13	WW	S13	0.39
UH_2500	0.352737482	WW_S13	WW	S13	0.39
UH_6102	0.405694264	WW_S13	WW	S13	0.39
UH_6179	0.361911821	WW_S13	WW	S13	0.39
UH_P060	0.461534294	WW_S13	WW	S13	0.39
UH_P064	0.454362665	WW_S13	WW	S13	0.39
UH_P074	0.289936277	WW_S13	WW	S13	0.39
UH_P087	0.366461017	WW_S13	WW	S13	0.39
UH_P089	0.377638555	WW_S13	WW	S13	0.39
UH_P104	0.422511805	WW_S13	WW	S13	0.39
UH_P115	0.426412194	WW_S13	WW	S13	0.39
UH_P128	0.439276485	WW_S13	WW	S13	0.39
UH_P148	0.35620527	WW_S13	WW	S13	0.39
UH_S018	0.352337362	WW_S13	WW	S13	0.39
UH_S020	0.416936906	WW_S13	WW	S13	0.39
UH_S025	0.494247627	WW_S13	WW	S13	0.39
UH250	0.467722173	WW_S13	WW	S13	0.39
UH304	0.362216722	WW_S13	WW	S13	0.39
Va26	0.4989324	WW_S13	WW	S13	0.39
W117	0.42896077	WW_S13	WW	S13	0.39
W153R	0.445200491	WW_S13	WW	S13	0.39
W182E	0.407860241	WW_S13	WW	S13	0.39
W23	0.361660233	WW_S13	WW	S13	0.39
W602S	0.346459889	WW_S13	WW	S13	0.39
W604S	0.387772705	WW_S13	WW	S13	0.39
W64A	0.383631402	WW_S13	WW	S13	0.39
W9	0.370337284	WW_S13	WW	S13	0.39
W95115	0.440826997	WW_S13	WW	S13	0.39
Wf9	0.414564338	WW_S13	WW	S13	0.39
11430	0.445591656	WW_S16	WW	S16	0.4
A3	0.438302309	WW_S16	WW	S16	0.4
A310	0.403933056	WW_S16	WW	S16	0.4
A347	0.392662192	WW_S16	WW	S16	0.4
A374	0.414984457	WW_S16	WW	S16	0.4
A375	0.425887309	WW_S16	WW	S16	0.4
A554	0.390009922	WW_S16	WW	S16	0.4
AS5707	0.39396504	WW_S16	WW	S16	0.4
B100	0.453556375	WW_S16	WW	S16	0.4
B104	0.418247233	WW_S16	WW	S16	0.4
B105	0.437030261	WW_S16	WW	S16	0.4
B106	0.432983241	WW_S16	WW	S16	0.4
B107	0.253255784	WW_S16	WW	S16	0.4
B108	0.419022699	WW_S16	WW	S16	0.4
B109	0.398401177	WW_S16	WW	S16	0.4
B110	0.432360901	WW_S16	WW	S16	0.4
B113	0.399931381	WW_S16	WW	S16	0.4
B37	0.452261763	WW_S16	WW	S16	0.4
B73	0.386762572	WW_S16	WW	S16	0.4
B84	0.381246736	WW_S16	WW	S16	0.4
B89	0.371155529	WW_S16	WW	S16	0.4
B97	0.427129741	WW_S16	WW	S16	0.4
B98	0.406544562	WW_S16	WW	S16	0.4
C103	0.368509712	WW_S16	WW	S16	0.4
CO109	0.46241673	WW_S16	WW	S16	0.4
CR1Ht	0.429736647	WW_S16	WW	S16	0.4
D09	0.408087674	WW_S16	WW	S16	0.4
DE811	0.304874539	WW_S16	WW	S16	0.4
DK4676A	0.337075327	WW_S16	WW	S16	0.4
DK78010	0.366599575	WW_S16	WW	S16	0.4
DK78371A	0.423650246	WW_S16	WW	S16	0.4
DKFAPW	0.426562603	WW_S16	WW	S16	0.4
DKFBHJ	0.425528372	WW_S16	WW	S16	0.4
DKIBO2	0.390164038	WW_S16	WW	S16	0.4
DKMBST	0.508175157	WW_S16	WW	S16	0.4
EA1027	0.446539074	WW_S16	WW	S16	0.4
EA1163	0.449482643	WW_S16	WW	S16	0.4
EA3076	0.399082603	WW_S16	WW	S16	0.4
EC136	0.403784533	WW_S16	WW	S16	0.4
EC140	0.46494654	WW_S16	WW	S16	0.4
EC151	0.364775792	WW_S16	WW	S16	0.4
EC169	0.347605802	WW_S16	WW	S16	0.4
EC175	0.432521264	WW_S16	WW	S16	0.4
EC232	0.42898547	WW_S16	WW	S16	0.4
EC242C	0.381906997	WW_S16	WW	S16	0.4
EC334	0.378341446	WW_S16	WW	S16	0.4
EP10	0.378061785	WW_S16	WW	S16	0.4
EP2008-18	0.389230336	WW_S16	WW	S16	0.4
EP2008-22	0.441705905	WW_S16	WW	S16	0.4
EP29	0.448829537	WW_S16	WW	S16	0.4
EP51	0.413647764	WW_S16	WW	S16	0.4
EP52	0.491731254	WW_S16	WW	S16	0.4
EP55	0.382830663	WW_S16	WW	S16	0.4
EP67	0.427355108	WW_S16	WW	S16	0.4
EP72	0.388740122	WW_S16	WW	S16	0.4
EP77	0.46608771	WW_S16	WW	S16	0.4
EZ11A	0.368594323	WW_S16	WW	S16	0.4
EZ18	0.382108005	WW_S16	WW	S16	0.4
EZ31	0.460088584	WW_S16	WW	S16	0.4
EZ34	0.451808433	WW_S16	WW	S16	0.4
EZ35	0.451817267	WW_S16	WW	S16	0.4
EZ36	0.423184137	WW_S16	WW	S16	0.4
EZ37	0.405704447	WW_S16	WW	S16	0.4
EZ38	0.484637426	WW_S16	WW	S16	0.4
EZ40	0.373189218	WW_S16	WW	S16	0.4
EZ42	0.403120814	WW_S16	WW	S16	0.4
EZ47	0.42164077	WW_S16	WW	S16	0.4
EZ48	0.381657708	WW_S16	WW	S16	0.4
F04401	0.348114721	WW_S16	WW	S16	0.4
F04402	0.372215215	WW_S16	WW	S16	0.4
F04701	0.423366425	WW_S16	WW	S16	0.4
F04702	0.458521222	WW_S16	WW	S16	0.4
F05101	0.423342382	WW_S16	WW	S16	0.4
F05404	0.395999437	WW_S16	WW	S16	0.4
F1808	0.399324926	WW_S16	WW	S16	0.4
F1890	0.364240412	WW_S16	WW	S16	0.4
F218	0.410779325	WW_S16	WW	S16	0.4
F252	0.41423105	WW_S16	WW	S16	0.4
F353	0.388266145	WW_S16	WW	S16	0.4
F354	0.336352466	WW_S16	WW	S16	0.4
F546	0.402969175	WW_S16	WW	S16	0.4
F608	0.433203744	WW_S16	WW	S16	0.4
F618	0.43996292	WW_S16	WW	S16	0.4
F7001	0.431463833	WW_S16	WW	S16	0.4
F7019	0.497225939	WW_S16	WW	S16	0.4
F7025	0.393557581	WW_S16	WW	S16	0.4
F7028	0.419179666	WW_S16	WW	S16	0.4
F7057	0.395819769	WW_S16	WW	S16	0.4
F7058	0.440550891	WW_S16	WW	S16	0.4
F7081	0.501591127	WW_S16	WW	S16	0.4
F7082	0.405550295	WW_S16	WW	S16	0.4
F712	0.386403609	WW_S16	WW	S16	0.4
F748	0.397585608	WW_S16	WW	S16	0.4
F752	0.43435388	WW_S16	WW	S16	0.4
F838	0.469676605	WW_S16	WW	S16	0.4
F874	0.400988942	WW_S16	WW	S16	0.4
F888	0.365548816	WW_S16	WW	S16	0.4
F894	0.378150616	WW_S16	WW	S16	0.4
F908	0.383054712	WW_S16	WW	S16	0.4
F912	0.490377382	WW_S16	WW	S16	0.4
F918	0.378514328	WW_S16	WW	S16	0.4
F922	0.403552626	WW_S16	WW	S16	0.4
F98902	0.364607338	WW_S16	WW	S16	0.4
FP1	0.432190664	WW_S16	WW	S16	0.4
FR19	0.344090966	WW_S16	WW	S16	0.4
FR697	0.36803066	WW_S16	WW	S16	0.4
H99	0.403440887	WW_S16	WW	S16	0.4
HMV5301	0.298778267	WW_S16	WW	S16	0.4
HMV5325	0.393957834	WW_S16	WW	S16	0.4
