Variety	Biomass	LAl	WUE	Season	Treatment
A374	323.0138942	0.414984457	78.63345834	S16	WW
A375	319.2071109	0.425887309	77.53318416	S16	WW
A554	292.0715976	0.390009922	70.26583601	S16	WW
AS5707	335.4060736	0.39396504	88.34821596	S16	WW
B100	383.7332761	0.453556375	78.12797477	S16	WW
B104	302.4665189	0.418247233	73.85790107	S16	WW
B105	317.2342835	0.437030261	80.88281575	S16	WW
B106	423.7720783	0.432983241	96.32358502	S16	WW
B107	217.0803305	0.253255784	95.23822696	S16	WW
B108	338.5450211	0.419022699	80.17427709	S16	WW
B109	335.8471434	0.398401177	82.57015126	S16	WW
B110	312.9667496	0.432360901	75.94044537	S16	WW
B113	322.0016926	0.399931381	83.76236084	S16	WW
B37	382.2865158	0.452261763	84.92400736	S16	WW
B73	323.4923321	0.386762572	85.7193561	S16	WW
B84	300.4043409	0.381246736	73.21379497	S16	WW
B89	253.6865435	0.371155529	71.43284215	S16	WW
B97	351.5979295	0.427129741	87.65048103	S16	WW
B98	302.3755399	0.406544562	76.1884498	S16	WW
C103	280.4497499	0.368509712	84.90508396	S16	WW
CO109	400.3170443	0.46241673	97.78086265	S16	WW
CR1Ht	361.3792016	0.429736647	87.13665365	S16	WW
D09	386.741695	0.408087674	87.06855033	S16	WW
DE811	239.6131307	0.304874539	81.83763772	S16	WW
DK4676A	263.5439924	0.337075327	79.10054885	S16	WW
DK78010	269.4568572	0.366599575	78.50376295	S16	WW
DK78371A	329.5136888	0.423650246	77.6383811	S16	WW
DKFAPW	371.774041	0.426562603	77.35275747	S16	WW
DKFBHJ	325.9811774	0.425528372	80.61292655	S16	WW
DKIBO2	338.6220917	0.390164038	73.75167733	S16	WW
DKMBST	379.9910684	0.508175157	86.01267144	S16	WW
EA1027	390.3428115	0.446539074	87.10002298	S16	WW
EA1163	348.012399	0.449482643	83.02423554	S16	WW
EA3076	369.7140838	0.399082603	88.8137904	S16	WW
EC136	336.5813879	0.403784533	123.8595309	S16	WW
EC140	364.2460323	0.46494654	87.56556287	S16	WW
EC151	254.0174345	0.364775792	71.27356055	S16	WW
EC169	303.0206783	0.347605802	91.7297769	S16	WW
EC175	320.7061865	0.432521264	75.106266	S16	WW
EC232	371.0476911	0.42898547	94.5231259	S16	WW
EC242C	344.9445251	0.381906997	79.20566608	S16	WW
EC334	257.6639305	0.378341446	68.14459636	S16	WW
EP10	385.4187834	0.378061785	84.03916543	S16	WW
EP2008-18	311.6947409	0.389230336	93.10486024	S16	WW
EP2008-22	368.5188836	0.441705905	83.29327351	S16	WW
EP29	285.4497315	0.448829537	76.64644008	S16	WW
EP51	406.8861112	0.413647764	90.67299723	S16	WW
EP52	406.7040676	0.491731254	88.28754192	S16	WW
EP55	264.7336201	0.382830663	77.38568353	S16	WW
EP67	345.7177343	0.427355108	86.97865513	S16	WW
EP72	353.0257122	0.388740122	91.77535203	S16	WW
EP77	437.0197836	0.46608771	89.32087057	S16	WW
EZ11A	251.5940175	0.368594323	84.8087586	S16	WW
EZ18	301.8191072	0.382108005	89.16788873	S16	WW
EZ31	375.3297839	0.460088584	72.10883246	S16	WW
EZ34	355.6556564	0.451808433	79.12164838	S16	WW
EZ35	330.4936807	0.451817267	81.93060777	S16	WW
EZ36	337.2621182	0.423184137	82.42887506	S16	WW
EZ37	299.4919473	0.405704447	75.29971381	S16	WW
EZ38	357.5166891	0.484637426	81.25872437	S16	WW
EZ40	271.088104	0.373189218	74.57722819	S16	WW
EZ42	277.5371133	0.403120814	78.2410809	S16	WW
EZ47	417.4203379	0.42164077	99.56790582	S16	WW
EZ48	306.3698138	0.381657708	79.62283945	S16	WW
F04401	259.5824685	0.348114721	78.81411817	S16	WW
F04402	307.2704876	0.372215215	78.63871889	S16	WW
F04701	302.5109233	0.423366425	86.51512625	S16	WW
F04702	353.9730198	0.458521222	76.50812826	S16	WW
F05101	348.9703433	0.423342382	86.76296653	S16	WW
F05404	327.1191266	0.395999437	84.01435317	S16	WW
F1808	308.1016379	0.399324926	77.06206986	S16	WW
F1890	330.5310693	0.364240412	79.14219809	S16	WW
F218	323.1610685	0.410779325	79.06967245	S16	WW
F252	343.1415968	0.41423105	76.36476151	S16	WW
F353	376.5323704	0.388266145	91.66657943	S16	WW
F354	285.6074089	0.336352466	99.42461465	S16	WW
F546	322.6899937	0.402969175	83.83416814	S16	WW
F608	381.7071516	0.433203744	87.64747074	S16	WW
F618	304.0418083	0.43996292	82.782213	S16	WW
F7001	331.4828781	0.431463833	90.25491444	S16	WW
F7019	411.331444	0.497225939	76.46389807	S16	WW
F7025	334.9275653	0.393557581	81.77047775	S16	WW
F7028	353.8564322	0.419179666	89.70152651	S16	WW
F7057	342.515795	0.395819769	79.07640528	S16	WW
F7058	374.0313377	0.440550891	87.88910021	S16	WW
F7081	463.7357914	0.501591127	86.23338562	S16	WW
F7082	340.5777269	0.405550295	85.34049006	S16	WW
F712	339.8120804	0.386403609	94.35806731	S16	WW
F748	283.895232	0.397585608	85.58919678	S16	WW
F752	308.2357142	0.43435388	73.88015257	S16	WW
F838	393.3137595	0.469676605	82.71120692	S16	WW
F874	308.7675808	0.400988942	79.64976994	S16	WW
F888	291.1180669	0.365548816	71.79387918	S16	WW
F894	280.1735114	0.378150616	81.10115586	S16	WW
F908	315.6288286	0.383054712	72.84044691	S16	WW
F912	385.2260105	0.490377382	77.90227553	S16	WW
F918	298.7225637	0.378514328	81.63616548	S16	WW
F922	373.0706882	0.403552626	93.46213681	S16	WW
F98902	345.9406677	0.364607338	77.29944672	S16	WW
FP1	315.4705094	0.432190664	69.48385905	S16	WW
FR19	260.6416863	0.344090966	80.89194996	S16	WW
FR697	280.89837	0.36803066	81.68308051	S16	WW
H99	375.5863647	0.403440887	82.79808102	S16	WW
HMV5301	265.4119957	0.298778267	96.08069831	S16	WW
HMV5325	336.3783235	0.393957834	95.559615	S16	WW
HMV5343	342.8402958	0.364458045	85.03165892	S16	WW
HMV5347	329.0530159	0.395387975	86.41305181	S16	WW
HMV5405	284.0341492	0.402262152	72.1824025	S16	WW
HMV5409	321.8682973	0.393151475	91.39587136	S16	WW
HMV5422	372.1615442	0.412209924	99.62642336	S16	WW
HMV5502	328.4656968	0.409480988	80.31463547	S16	WW
I198	340.0585516	0.423224561	86.64293775	S16	WW
I205	254.661764	0.374129015	85.93471684	S16	WW
I211	349.5379755	0.454805082	88.77545736	S16	WW
I238	316.2138658	0.435916347	83.13223685	S16	WW
I242	277.6289359	0.384963811	78.42607416	S16	WW
I261	264.5882159	0.293416929	85.69323386	S16	WW
I267	314.5238999	0.425226928	75.55049223	S16	WW
IDT	328.0588362	0.404408287	71.90589046	S16	WW
LAN496	402.8859305	0.393552513	88.62483124	S16	WW
LH123Ht	325.4278188	0.444009558	76.24139241	S16	WW
LH145	301.5866095	0.379936846	76.92841876	S16	WW
LH38	356.685872	0.440211141	86.60336257	S16	WW
LH39	380.6329248	0.532798158	83.82533613	S16	WW
LH59	355.0634852	0.445189696	80.43595161	S16	WW
LH60	266.6823256	0.364539106	79.29909712	S16	WW
LH65	310.3922067	0.402661032	83.11176886	S16	WW
LH74	270.6719879	0.371928387	71.44840063	S16	WW
LH82	321.2154434	0.356891882	75.11419487	S16	WW
LH93	295.2486155	0.399223731	75.01686434	S16	WW
Lo1016	320.2886238	0.402841572	75.47032829	S16	WW
Lo1026	328.9886134	0.391537607	77.45096749	S16	WW
Lo1035	330.9324687	0.429006582	70.57636003	S16	WW
Lo1038	326.3650363	0.378910836	94.47745442	S16	WW
Lo1056	407.5043009	0.412416398	100.524163	S16	WW
Lo1063	293.109055	0.406876245	75.26554159	S16	WW
Lo1087	276.7742753	0.333863188	80.11148108	S16	WW
Lo1094	339.8511739	0.393394335	91.8009244	S16	WW
Lo1095	332.1854072	0.417477263	80.01432535	S16	WW
Lo1101	276.4529123	0.354257478	64.18411051	S16	WW
Lo1106	316.3831553	0.40989651	78.70928655	S16	WW
Lo1123	350.0934575	0.423177328	72.63032175	S16	WW
Lo1124	305.1340642	0.353797243	88.42108215	S16	WW
Lo1172	387.9588035	0.407281828	85.4612216	S16	WW
Lo1180	329.0238876	0.414693401	81.03720407	S16	WW
Lo1187	264.0805296	0.367230464	74.10564297	S16	WW
Lo1199	355.9192733	0.422182529	80.3440916	S16	WW
Lo1203	308.706981	0.352170297	79.93710032	S16	WW
Lo1223	334.946303	0.430254695	86.535043	S16	WW
Lo1251	351.5314259	0.414028583	82.4302006	S16	WW
Lo1253	373.5195149	0.389194972	78.65639669	S16	WW
Lo1261	338.1805581	0.395506225	80.03677286	S16	WW
Lo1266	325.4625239	0.379899402	78.19142184	S16	WW
Lo1270	365.9662129	0.454858321	96.99863711	S16	WW
Lo1273	314.2473225	0.398890056	89.09455933	S16	WW
Lo1274	363.3145875	0.445077106	80.62753391	S16	WW
Lo1280	325.2041056	0.389769287	82.49251934	S16	WW
Lo1284	309.3415843	0.360483117	77.91578421	S16	WW
Lo1288	293.4534862	0.333488788	92.3442649	S16	WW
Lo1290	361.5174477	0.455251483	80.04680595	S16	WW
Lo1301	254.9478838	0.372568778	77.83372863	S16	WW
Lo904	301.0927577	0.375591021	78.66565628	S16	WW
Lp5	327.2087642	0.436399898	73.40928602	S16	WW
ML606	351.5178952	0.474206411	83.08157017	S16	WW
Mo15W	307.4788765	0.397131273	81.19290046	S16	WW
Mo17	285.9154274	0.393358951	81.61258758	S16	WW
MS153	375.5327385	0.466298594	85.89088688	S16	WW
MS71	318.2346627	0.405110427	76.56900843	S16	WW
N16	229.8816198	0.311919105	84.70016064	S16	WW
N192	283.9581447	0.373919628	64.93310846	S16	WW
N22	315.7176192	0.416851418	75.3355423	S16	WW
N25	309.3768319	0.380018223	77.93321244	S16	WW
N6	320.8580735	0.41020589	89.50623589	S16	WW
NC290	316.4959979	0.406375456	96.43241035	S16	WW
NC358	326.1658906	0.407571575	82.1716769	S16	WW
NDB8	290.904378	0.355700346	97.36720074	S16	WW
NK764	291.6475844	0.368641424	72.16963853	S16	WW
NK807	393.0071731	0.440355947	85.528185	S16	WW
NQ508	387.8818899	0.419545315	86.94783743	S16	WW
NS701	306.3732981	0.406517664	75.93315197	S16	WW
Oh02	320.3402684	0.418821693	91.19950578	S16	WW
Oh33	462.6324132	0.469373697	89.13449858	S16	WW
Oh40B	355.9186462	0.434464859	85.47446884	S16	WW
Oh43	363.8482063	0.46491123	84.38618153	S16	WW
Os426	335.8940297	0.443769254	71.00083709	S16	WW
P465P	298.0608221	0.472296924	81.58228326	S16	WW
Pa36	304.5939229	0.391645021	82.4894745	S16	WW
Pa405	294.2536602	0.365904839	96.09740562	S16	WW
Pa91	360.0502469	0.425189318	90.76143528	S16	WW
PB116	284.3522418	0.353438587	87.74139717	S16	WW
PB98TR	351.4611749	0.414851759	84.11867701	S16	WW
PH207	288.0114281	0.369971652	79.19483178	S16	WW
PHB09	386.1395896	0.459471401	80.66521092	S16	WW
PHG35	310.7918267	0.428052445	77.19649578	S16	WW
PHG39	319.8755339	0.418554404	74.75186695	S16	WW
PHG47	380.7110838	0.442340778	90.25701054	S16	WW
PHG50	325.2010145	0.41965235	81.37987348	S16	WW
PHG71	292.1723075	0.412973457	71.62732138	S16	WW
PHG80	299.6800166	0.381361799	84.772035	S16	WW
PHG84	252.9445393	0.36586828	75.59656751	S16	WW
PHG86	309.5107089	0.404490203	87.62107399	S16	WW
PHH93	332.0528064	0.376663728	82.9052769	S16	WW
PHJ40	309.9009621	0.396054778	69.55779238	S16	WW
PHK29	370.9251923	0.445986436	75.20573572	S16	WW
PHK76	274.3814366	0.384465908	86.59689601	S16	WW
PHR36	331.4583943	0.389778171	81.70576747	S16	WW
PHT77	380.4374462	0.417900328	88.93129912	S16	WW
PHV63	323.8098717	0.37523664	97.72862672	S16	WW
PHW65	316.8671043	0.382811123	80.51652234	S16	WW
PHZ51	369.5882279	0.4479326	81.37610663	S16	WW
SC-Malawi	364.2370806	0.407686409	84.20568629	S16	WW
SGI061	328.2773372	0.37611862	83.1932028	S16	WW
UH_2500	336.1299036	0.418827069	90.99996105	S16	WW
UH_6102	295.4128284	0.347155161	75.37881869	S16	WW
UH_6179	341.2827487	0.395343374	77.63600493	S16	WW
UH_P060	374.2333717	0.458178528	77.20717382	S16	WW
UH_P064	360.0359586	0.426006742	77.43486226	S16	WW
UH_P074	372.7560923	0.363307781	87.66774484	S16	WW
UH_P087	296.0618521	0.372506773	81.28986984	S16	WW
UH_P089	389.9176418	0.460970858	87.55055014	S16	WW
UH_P104	417.8417682	0.469273374	78.92001542	S16	WW
UH_P115	411.2531501	0.453275792	91.87013184	S16	WW
UH_P128	365.835788	0.44224519	87.48535314	S16	WW
UH_P148	340.6632255	0.405392594	90.87657818	S16	WW
UH_S018	350.9368976	0.400141566	84.65138767	S16	WW
UH_S020	344.0649378	0.415407097	71.93037428	S16	WW
UH_S025	395.2576361	0.472059938	94.24586065	S16	WW
UH250	340.0799982	0.413255053	91.9532442	S16	WW
UH304	386.6911366	0.447328449	89.02773916	S16	WW
Va26	366.0023724	0.464682608	86.75880171	S16	WW
W117	361.4545275	0.403467537	87.32560655	S16	WW
W153R	332.1717763	0.451740242	76.40572422	S16	WW
W182E	336.7007616	0.406191592	101.2551623	S16	WW
W23	362.6282247	0.418832826	84.16818102	S16	WW
W602S	272.2396659	0.340303249	83.68208375	S16	WW
W604S	367.2263581	0.431968583	85.65401155	S16	WW
W64A	348.9410047	0.398333959	83.00848381	S16	WW
W9	267.2558314	0.327486208	84.79844838	S16	WW
W95115	328.3145167	0.439828268	83.0012593	S16	WW
Wf9	349.4433025	0.418238188	88.13046223	S16	WW
11430	358.8164486	0.397078137	79.57146806	W13	WW
A3	342.4918392	0.380924723	80.13193199	W13	WW
A310	314.3104829	0.390020483	96.84753722	W13	WW
A347	344.3048636	0.36001276	81.51528194	W13	WW
A374	369.8387756	0.400621595	86.95234751	W13	WW
A375	330.0685694	0.398268871	84.85418734	W13	WW
A554	273.346836	0.35593603	70.22061191	W13	WW
AS5707	272.5445898	0.334937857	88.60134478	W13	WW
B100	346.6532961	0.402654276	86.51201159	W13	WW
B104	276.0935553	0.339594878	73.73379367	W13	WW
B105	240.9080633	0.338723276	76.24863923	W13	WW
B106	316.5177933	0.347411974	97.37060608	W13	WW
B107	209.5981956	0.274348357	84.88462069	W13	WW
B108	351.6216634	0.381620334	85.69179814	W13	WW
B109	284.4427314	0.334024729	73.29491594	W13	WW
B110	276.9796647	0.356816064	78.6775641	W13	WW
B113	275.4047366	0.384476165	78.55491416	W13	WW
B37	318.7463691	0.383150982	88.23295843	W13	WW
B73	285.8374216	0.342105696	70.68532564	W13	WW
B84	347.6573332	0.410277496	89.24078205	W13	WW
B89	323.8342422	0.358155141	77.24883983	W13	WW
B97	528.7745269	0.518809033	95.01935324	W13	WW
B98	262.3328866	0.32656786	83.24289304	W13	WW
C103	298.0776357	0.348114291	97.04556897	W13	WW
CO109	356.9755393	0.420875156	89.87117706	W13	WW
CR1Ht	378.2001072	0.416354621	85.33425092	W13	WW
D09	396.4630849	0.401415388	102.3568062	W13	WW
DE811	225.3575683	0.298908557	67.89867848	W13	WW
DK4676A	251.676392	0.299585338	86.48248952	W13	WW
DK78010	251.3902408	0.308308987	83.90984769	W13	WW
DK78371A	305.9782905	0.345502772	101.1538284	W13	WW
DKFAPW	382.2608955	0.432789858	75.66946998	W13	WW
DKFBHJ	348.211592	0.394895263	91.08892109	W13	WW
DKIBO2	369.5484417	0.410071022	84.81228447	W13	WW
DKMBST	355.7658774	0.395962875	90.38534598	W13	WW
EA1027	373.2099911	0.415059109	88.71399706	W13	WW
EA1163	337.5822116	0.370218718	77.30851228	W13	WW
EA3076	349.1449259	0.347350643	78.30494791	W13	WW
EC136	320.9059738	0.393975182	87.32016942	W13	WW
EC140	290.1890483	0.385438087	77.2271311	W13	WW
EC151	221.0794076	0.282325348	79.95543072	W13	WW
EC169	294.0999821	0.324249723	92.66475161	W13	WW
EC175	311.6663179	0.358772392	90.29821416	W13	WW
EC232	313.6271951	0.379281687	85.6144055	W13	WW
EC242C	311.3992597	0.371731646	86.4385035	W13	WW
EC334	252.1801457	0.325877817	61.26195849	W13	WW
EP10	449.5825366	0.469949634	101.7807808	W13	WW
EP2008-18	298.8851853	0.358246062	84.73660884	W13	WW
EP2008-22	311.0399269	0.390728543	85.3854061	W13	WW
EP29	258.2126744	0.374220285	74.67790827	W13	WW
EP51	322.3702598	0.348693924	86.19400521	W13	WW
EP52	318.6743451	0.376225248	75.84419909	W13	WW
EP55	270.5919056	0.347530011	78.55364714	W13	WW
EP67	403.5530814	0.425646552	95.99332175	W13	WW
EP72	337.8462567	0.401811317	99.02604405	W13	WW
EP77	425.2636917	0.439725177	99.31969962	W13	WW
EZ11A	275.7599676	0.319656454	95.32547458	W13	WW
EZ18	285.8531905	0.344408906	86.24802892	W13	WW
EZ31	307.9246049	0.380126617	82.95928166	W13	WW
EZ34	297.3850815	0.374301226	88.29805345	W13	WW
EZ35	262.5337365	0.327588132	84.81288588	W13	WW
EZ36	273.3778658	0.339806025	74.13582831	W13	WW
EZ37	282.5218745	0.296152801	92.4594588	W13	WW
EZ38	296.1437657	0.392496985	76.01038682	W13	WW
EZ40	254.1641747	0.317405234	72.26242428	W13	WW
EZ42	256.8482667	0.337942152	75.53218708	W13	WW
EZ47	414.3791285	0.369604961	99.96586361	W13	WW
EZ48	364.1019916	0.403591086	91.02293015	W13	WW
F04401	283.4214368	0.319171932	71.83593548	W13	WW
F04402	279.6367456	0.330878391	72.76139371	W13	WW
F04701	247.7679669	0.315711486	80.01074445	W13	WW
F04702	308.0292983	0.36851475	89.56336776	W13	WW
F05101	374.2463965	0.414686716	92.38008867	W13	WW
F05404	307.2700516	0.357119083	92.93652229	W13	WW
F1808	364.6246245	0.412240839	80.95888957	W13	WW
F1890	360.7849449	0.389661343	87.39673017	W13	WW
F218	363.2529768	0.40300936	87.38568166	W13	WW
F252	312.4347471	0.428754919	82.49424684	W13	WW
F353	296.5366841	0.394936404	69.34941854	W13	WW
F354	269.5199082	0.3144814	89.46206292	W13	WW
F546	234.0374834	0.301445487	82.04961741	W13	WW
F608	294.7685187	0.36078998	73.87037029	W13	WW
F618	268.305651	0.359053598	77.70596493	W13	WW
F7001	318.513478	0.365854598	92.76684458	W13	WW
F7019	334.2601551	0.401906676	65.00621153	W13	WW
F7025	315.117939	0.37505917	87.8568868	W13	WW
F7028	290.7879224	0.383057732	73.02818704	W13	WW
F7057	306.2271055	0.403431671	77.49884397	W13	WW
F7058	327.2095347	0.417504488	85.88491309	W13	WW
F7081	469.9937874	0.490171958	94.47297182	W13	WW
F7082	381.6832101	0.413933092	80.10862782	W13	WW
F712	339.0158819	0.381864718	96.69561246	W13	WW
F748	278.8437258	0.3582864	79.22833474	W13	WW
F752	312.6079996	0.360605461	75.18156164	W13	WW
F838	338.8646286	0.410390658	86.50937966	W13	WW
F874	347.0642348	0.3773547	89.74786781	W13	WW
F888	496.6217214	0.47482726	97.42688709	W13	WW
F894	283.0519522	0.353323393	83.81442603	W13	WW
F908	287.1384693	0.353399053	75.19717149	W13	WW
F912	366.9090747	0.401918105	93.79284271	W13	WW
F918	409.4351585	0.430018026	91.42901963	W13	WW
F922	373.2665283	0.395504311	95.16330293	W13	WW
F98902	355.6830086	0.38759451	86.51996329	W13	WW
FP1	390.4120706	0.427882887	85.33830574	W13	WW
FR19	306.242764	0.368466252	82.80498723	W13	WW
FR697	248.7800011	0.304362334	74.11904056	W13	WW
H99	320.4956376	0.336114924	75.33865445	W13	WW
HMV5301	383.202874	0.432882385	78.95328263	W13	WW
HMV5325	311.778465	0.379829155	87.31830811	W13	WW
HMV5343	277.7980315	0.345184395	82.50820576	W13	WW
HMV5347	398.0731347	0.425026551	94.60305228	W13	WW
HMV5405	340.0294325	0.374458566	86.9500133	W13	WW
HMV5409	319.6495531	0.379918329	84.55306986	W13	WW
HMV5422	317.75749	0.36434491	88.81439335	W13	WW
HMV5502	280.0277118	0.38347294	75.96677564	W13	WW
I198	317.0033901	0.357973887	91.09958009	W13	WW
I205	215.2127115	0.295014405	83.60275784	W13	WW
I211	340.7400245	0.41211161	84.33561438	W13	WW
I238	305.8998714	0.375771326	76.30190503	W13	WW
I242	304.5748489	0.359778527	81.56318593	W13	WW
I261	290.4456584	0.307417856	88.08145315	W13	WW
I267	346.962904	0.394120693	81.29498585	W13	WW
IDT	305.877295	0.373382364	64.64797022	W13	WW
LAN496	311.0820568	0.376856996	76.88263375	W13	WW
LH123Ht	333.3924817	0.422547017	77.35886287	W13	WW
LH145	255.948777	0.343144567	64.5419482	W13	WW
LH38	358.3506364	0.432014753	78.86380507	W13	WW
LH39	268.3690514	0.379885449	84.35236433	W13	WW
LH59	285.6044742	0.355388951	78.08213981	W13	WW
LH60	293.723592	0.382567705	75.03583181	W13	WW
LH65	303.917616	0.339982122	86.82853119	W13	WW
LH74	266.2506264	0.324974615	77.31727793	W13	WW
LH82	303.4295508	0.365347167	74.78643317	W13	WW
LH93	293.2138149	0.367304403	78.93904942	W13	WW
Lo1016	331.4943487	0.362992645	85.00672236	W13	WW
Lo1026	347.392429	0.360531616	78.7366828	W13	WW
Lo1035	324.4619262	0.35614633	79.9917228	W13	WW
Lo1038	228.3050561	0.324194986	73.24337767	W13	WW
Lo1056	342.9223322	0.420595696	85.62321652	W13	WW
Lo1063	246.6726114	0.313758106	70.32686221	W13	WW
Lo1087	282.754402	0.33412738	88.40775815	W13	WW
Lo1094	373.2656046	0.384586809	107.6455715	W13	WW
Lo1095	328.3372818	0.391259521	81.66484006	W13	WW
Lo1101	285.3009811	0.335737962	73.8705463	W13	WW
Lo1106	301.7655938	0.357310932	74.93635419	W13	WW
Lo1123	371.9081781	0.45512025	84.92192626	W13	WW
Lo1124	248.2728807	0.321393428	78.80373829	W13	WW
Lo1172	381.5004398	0.394902851	88.38329272	W13	WW
Lo1180	278.5438933	0.356955509	82.27460186	W13	WW
Lo1187	322.5129718	0.380868101	93.68720128	W13	WW
Lo1199	321.4183421	0.364201555	84.28465451	W13	WW
Lo1203	270.5458102	0.318356047	81.16294018	W13	WW
Lo1223	359.019561	0.407530735	90.47980428	W13	WW
Lo1251	275.9061613	0.30939611	86.22942193	W13	WW
Lo1253	359.8556216	0.359105179	82.81590824	W13	WW
Lo1261	282.8868705	0.352850593	79.78683555	W13	WW
Lo1266	326.07735	0.379174184	79.57433451	W13	WW
Lo1270	337.4492773	0.372100595	87.42132234	W13	WW
Lo1273	343.5776551	0.38885778	85.84844853	W13	WW
Lo1274	343.8269663	0.378646208	90.7764983	W13	WW
Lo1280	266.5811213	0.309061246	87.40684231	W13	WW
Lo1284	255.8282713	0.319671619	71.44285559	W13	WW
Lo1288	229.6665684	0.267227212	93.15005908	W13	WW
Lo1290	331.1510499	0.390997725	68.24833826	W13	WW
Lo1301	343.6384984	0.347164979	85.5262338	W13	WW
Lo904	319.3257986	0.381112743	83.66333527	W13	WW
Lp5	365.5863244	0.386970302	73.8311409	W13	WW
ML606	352.8876359	0.456024494	87.69362355	W13	WW
Mo15W	245.9171034	0.351991119	86.54084991	W13	WW
Mo17	326.8116221	0.39372141	71.27422048	W13	WW
MS153	384.7632906	0.420340723	88.0267435	W13	WW
MS71	324.9732848	0.349755097	93.83145735	W13	WW
N16	307.2928274	0.362948985	87.99367647	W13	WW
N192	275.8811543	0.304450324	78.48670211	W13	WW
N22	250.8700612	0.325411841	69.42826825	W13	WW
N25	251.4095666	0.33892581	77.032969	W13	WW
N6	343.0703105	0.370377349	95.45869259	W13	WW
NC290	272.7372532	0.327696716	85.2481763	W13	WW
NC358	333.6670611	0.343136743	92.67948123	W13	WW
NDB8	268.6400884	0.349906179	90.39363516	W13	WW
NK764	252.9847139	0.33220819	75.95479015	W13	WW
NK807	328.4024132	0.373841177	79.67728101	W13	WW
NQ508	323.7207468	0.372468598	86.75901379	W13	WW
NS701	350.6248258	0.409617289	74.76535626	W13	WW
Oh02	352.3255414	0.390486611	92.59577923	W13	WW
Oh33	370.3671938	0.393582628	104.6113899	W13	WW
Oh40B	387.3502119	0.435858149	89.01673406	W13	WW
Oh43	388.3170043	0.464933673	65.23974892	W13	WW
Os426	377.2234997	0.369410322	90.80133757	W13	WW
P465P	352.6330317	0.415846081	97.57287884	W13	WW
Pa36	312.1229836	0.338355212	78.3883565	W13	WW
Pa405	303.7825845	0.334442665	92.36626433	W13	WW
Pa91	362.8458121	0.377795016	85.11493673	W13	WW
PB116	276.0665685	0.343519599	87.84015138	W13	WW
PB98TR	347.1130474	0.399292391	92.88844302	W13	WW
PH207	250.5465325	0.293958459	74.94661065	W13	WW
PHB09	345.4846222	0.376077267	80.66561164	W13	WW
PHG35	250.3161026	0.352468662	74.81954279	W13	WW
PHG39	309.2127235	0.373022416	82.22503228	W13	WW
PHG47	271.2274778	0.348243884	87.1977207	W13	WW
PHG50	350.5024838	0.406891172	83.04477271	W13	WW
PHG71	319.9006619	0.357329982	86.88614868	W13	WW
PHG80	315.1435065	0.376867621	84.90902436	W13	WW
PHG84	369.3632845	0.451094019	84.23982395	W13	WW
PHG86	256.5270131	0.309497597	81.79255818	W13	WW
PHH93	307.5911001	0.354196523	82.7779453	W13	WW
PHJ40	331.0255243	0.383876253	92.47641793	W13	WW
PHK29	313.0950099	0.393961544	73.90725242	W13	WW
PHK76	244.7163287	0.321450681	81.39006839	W13	WW
PHR36	350.8244503	0.40661449	85.87178717	W13	WW
PHT77	316.7923338	0.40469126	83.80356077	W13	WW
PHV63	332.2313993	0.407960814	80.25549267	W13	WW
PHW65	254.7718778	0.334168263	84.69107812	W13	WW
PHZ51	404.8204892	0.467778097	97.13960132	W13	WW
SC-Malawi	405.1425011	0.417342127	96.68965967	W13	WW
SGI061	255.4771658	0.339779072	74.9531173	W13	WW
UH_2500	328.9678386	0.402235857	88.05767033	W13	WW
UH_6102	339.7883029	0.407706134	80.29448403	W13	WW
UH_6179	297.8733729	0.316858052	81.94871537	W13	WW
UH_P060	345.5655088	0.394768926	72.20844483	W13	WW
UH_P064	334.8179747	0.404159153	84.87608887	W13	WW
UH_P074	291.0101657	0.298713789	70.72834053	W13	WW
UH_P087	248.9728505	0.33195154	72.19589856	W13	WW
UH_P089	254.4964525	0.354001511	74.46817049	W13	WW
UH_P104	379.5885494	0.412434416	81.68441461	W13	WW
UH_P115	452.0162946	0.468342624	104.0821994	W13	WW
UH_P128	316.5281027	0.405438158	84.70021042	W13	WW
UH_P148	332.5810061	0.400880287	84.11894992	W13	WW
UH_S018	327.5252123	0.387633862	88.13329009	W13	WW
UH_S020	358.8606472	0.391966083	81.72102869	W13	WW
UH_S025	350.6110141	0.439144556	96.56096801	W13	WW
UH250	364.8183107	0.435749527	85.38784909	W13	WW
UH304	305.6505426	0.335412554	77.61597712	W13	WW
Va26	350.2071135	0.409813665	98.57578675	W13	WW
W117	341.7699356	0.409186469	85.64658617	W13	WW
W153R	345.6316295	0.382703	86.85998611	W13	WW
W182E	326.4979112	0.417057103	95.3830671	W13	WW
W23	334.4911897	0.383300921	95.51807571	W13	WW
W602S	335.2371736	0.380307781	77.69379006	W13	WW
W604S	281.6730626	0.347874456	89.69154166	W13	WW
W64A	260.951864	0.3389075	72.23174799	W13	WW
W9	240.9483936	0.352837335	60.09182082	W13	WW
W95115	326.1826359	0.421406344	87.0666936	W13	WW
Wf9	367.911988	0.425274753	88.49591502	W13	WW
					
