Variety	WUE	ENV	Treatment	Season	ENV_WUE
HMV5405	72.1824025	WW_S16	WW	S16	82.83
HMV5409	91.39587136	WW_S16	WW	S16	82.83
HMV5422	99.62642336	WW_S16	WW	S16	82.83
HMV5502	80.31463547	WW_S16	WW	S16	82.83
I198	86.64293775	WW_S16	WW	S16	82.83
I205	85.93471684	WW_S16	WW	S16	82.83
I211	88.77545736	WW_S16	WW	S16	82.83
I238	83.13223685	WW_S16	WW	S16	82.83
I242	78.42607416	WW_S16	WW	S16	82.83
I261	85.69323386	WW_S16	WW	S16	82.83
I267	75.55049223	WW_S16	WW	S16	82.83
IDT	71.90589046	WW_S16	WW	S16	82.83
LAN496	88.62483124	WW_S16	WW	S16	82.83
LH123Ht	76.24139241	WW_S16	WW	S16	82.83
LH145	76.92841876	WW_S16	WW	S16	82.83
LH38	86.60336257	WW_S16	WW	S16	82.83
LH39	83.82533613	WW_S16	WW	S16	82.83
LH59	80.43595161	WW_S16	WW	S16	82.83
LH60	79.29909712	WW_S16	WW	S16	82.83
LH65	83.11176886	WW_S16	WW	S16	82.83
LH74	71.44840063	WW_S16	WW	S16	82.83
LH82	75.11419487	WW_S16	WW	S16	82.83
LH93	75.01686434	WW_S16	WW	S16	82.83
Lo1016	75.47032829	WW_S16	WW	S16	82.83
Lo1026	77.45096749	WW_S16	WW	S16	82.83
Lo1035	70.57636003	WW_S16	WW	S16	82.83
Lo1038	94.47745442	WW_S16	WW	S16	82.83
Lo1056	100.524163	WW_S16	WW	S16	82.83
Lo1063	75.26554159	WW_S16	WW	S16	82.83
Lo1087	80.11148108	WW_S16	WW	S16	82.83
Lo1094	91.8009244	WW_S16	WW	S16	82.83
Lo1095	80.01432535	WW_S16	WW	S16	82.83
Lo1101	64.18411051	WW_S16	WW	S16	82.83
Lo1106	78.70928655	WW_S16	WW	S16	82.83
Lo1123	72.63032175	WW_S16	WW	S16	82.83
Lo1124	88.42108215	WW_S16	WW	S16	82.83
Lo1172	85.4612216	WW_S16	WW	S16	82.83
Lo1180	81.03720407	WW_S16	WW	S16	82.83
Lo1187	74.10564297	WW_S16	WW	S16	82.83
Lo1199	80.3440916	WW_S16	WW	S16	82.83
Lo1203	79.93710032	WW_S16	WW	S16	82.83
Lo1223	86.535043	WW_S16	WW	S16	82.83
Lo1251	82.4302006	WW_S16	WW	S16	82.83
Lo1253	78.65639669	WW_S16	WW	S16	82.83
Lo1261	80.03677286	WW_S16	WW	S16	82.83
Lo1266	78.19142184	WW_S16	WW	S16	82.83
Lo1270	96.99863711	WW_S16	WW	S16	82.83
Lo1273	89.09455933	WW_S16	WW	S16	82.83
Lo1274	80.62753391	WW_S16	WW	S16	82.83
Lo1280	82.49251934	WW_S16	WW	S16	82.83
Lo1284	77.91578421	WW_S16	WW	S16	82.83
Lo1288	92.3442649	WW_S16	WW	S16	82.83
Lo1290	80.04680595	WW_S16	WW	S16	82.83
Lo1301	77.83372863	WW_S16	WW	S16	82.83
Lo904	78.66565628	WW_S16	WW	S16	82.83
Lp5	73.40928602	WW_S16	WW	S16	82.83
ML606	83.08157017	WW_S16	WW	S16	82.83
Mo15W	81.19290046	WW_S16	WW	S16	82.83
Mo17	81.61258758	WW_S16	WW	S16	82.83
MS153	85.89088688	WW_S16	WW	S16	82.83
MS71	76.56900843	WW_S16	WW	S16	82.83
N16	84.70016064	WW_S16	WW	S16	82.83
N192	64.93310846	WW_S16	WW	S16	82.83
N22	75.3355423	WW_S16	WW	S16	82.83
N25	77.93321244	WW_S16	WW	S16	82.83
N6	89.50623589	WW_S16	WW	S16	82.83
NC290	96.43241035	WW_S16	WW	S16	82.83
NC358	82.1716769	WW_S16	WW	S16	82.83
NDB8	97.36720074	WW_S16	WW	S16	82.83
NK764	72.16963853	WW_S16	WW	S16	82.83
NK807	85.528185	WW_S16	WW	S16	82.83
NQ508	86.94783743	WW_S16	WW	S16	82.83
NS701	75.93315197	WW_S16	WW	S16	82.83
Oh02	91.19950578	WW_S16	WW	S16	82.83
Oh33	89.13449858	WW_S16	WW	S16	82.83
Oh40B	85.47446884	WW_S16	WW	S16	82.83
Oh43	84.38618153	WW_S16	WW	S16	82.83
Os426	71.00083709	WW_S16	WW	S16	82.83
P465P	81.58228326	WW_S16	WW	S16	82.83
Pa36	82.4894745	WW_S16	WW	S16	82.83
Pa405	96.09740562	WW_S16	WW	S16	82.83
Pa91	90.76143528	WW_S16	WW	S16	82.83
PB116	87.74139717	WW_S16	WW	S16	82.83
PB98TR	84.11867701	WW_S16	WW	S16	82.83
PH207	79.19483178	WW_S16	WW	S16	82.83
PHB09	80.66521092	WW_S16	WW	S16	82.83
PHG35	77.19649578	WW_S16	WW	S16	82.83
PHG39	74.75186695	WW_S16	WW	S16	82.83
PHG47	90.25701054	WW_S16	WW	S16	82.83
PHG50	81.37987348	WW_S16	WW	S16	82.83
PHG71	71.62732138	WW_S16	WW	S16	82.83
PHG80	84.772035	WW_S16	WW	S16	82.83
PHG84	75.59656751	WW_S16	WW	S16	82.83
PHG86	87.62107399	WW_S16	WW	S16	82.83
PHH93	82.9052769	WW_S16	WW	S16	82.83
PHJ40	69.55779238	WW_S16	WW	S16	82.83
PHK29	75.20573572	WW_S16	WW	S16	82.83
PHK76	86.59689601	WW_S16	WW	S16	82.83
PHR36	81.70576747	WW_S16	WW	S16	82.83
PHT77	88.93129912	WW_S16	WW	S16	82.83
PHV63	97.72862672	WW_S16	WW	S16	82.83
PHW65	80.51652234	WW_S16	WW	S16	82.83
PHZ51	81.37610663	WW_S16	WW	S16	82.83
SC-Malawi	84.20568629	WW_S16	WW	S16	82.83
SGI061	83.1932028	WW_S16	WW	S16	82.83
UH_2500	90.99996105	WW_S16	WW	S16	82.83
UH_6102	75.37881869	WW_S16	WW	S16	82.83
UH_6179	77.63600493	WW_S16	WW	S16	82.83
UH_P060	77.20717382	WW_S16	WW	S16	82.83
UH_P064	77.43486226	WW_S16	WW	S16	82.83
UH_P074	87.66774484	WW_S16	WW	S16	82.83
UH_P087	81.28986984	WW_S16	WW	S16	82.83
UH_P089	87.55055014	WW_S16	WW	S16	82.83
UH_P104	78.92001542	WW_S16	WW	S16	82.83
UH_P115	91.87013184	WW_S16	WW	S16	82.83
UH_P128	87.48535314	WW_S16	WW	S16	82.83
UH_P148	90.87657818	WW_S16	WW	S16	82.83
UH_S018	84.65138767	WW_S16	WW	S16	82.83
UH_S020	71.93037428	WW_S16	WW	S16	82.83
UH_S025	94.24586065	WW_S16	WW	S16	82.83
UH250	91.9532442	WW_S16	WW	S16	82.83
UH304	89.02773916	WW_S16	WW	S16	82.83
Va26	86.75880171	WW_S16	WW	S16	82.83
W117	87.32560655	WW_S16	WW	S16	82.83
W153R	76.40572422	WW_S16	WW	S16	82.83
W182E	101.2551623	WW_S16	WW	S16	82.83
W23	84.16818102	WW_S16	WW	S16	82.83
W602S	83.68208375	WW_S16	WW	S16	82.83
W604S	85.65401155	WW_S16	WW	S16	82.83
W64A	83.00848381	WW_S16	WW	S16	82.83
W9	84.79844838	WW_S16	WW	S16	82.83
W95115	83.0012593	WW_S16	WW	S16	82.83
Wf9	88.13046223	WW_S16	WW	S16	82.83
11430	79.57146806	WW_W13	WW	W13	84.02
A3	80.13193199	WW_W13	WW	W13	84.02
A310	96.84753722	WW_W13	WW	W13	84.02
A347	81.51528194	WW_W13	WW	W13	84.02
A374	86.95234751	WW_W13	WW	W13	84.02
A375	84.85418734	WW_W13	WW	W13	84.02
A554	70.22061191	WW_W13	WW	W13	84.02
AS5707	88.60134478	WW_W13	WW	W13	84.02
B100	86.51201159	WW_W13	WW	W13	84.02
B104	73.73379367	WW_W13	WW	W13	84.02
B105	76.24863923	WW_W13	WW	W13	84.02
B106	97.37060608	WW_W13	WW	W13	84.02
B107	84.88462069	WW_W13	WW	W13	84.02
B108	85.69179814	WW_W13	WW	W13	84.02
B109	73.29491594	WW_W13	WW	W13	84.02
B110	78.6775641	WW_W13	WW	W13	84.02
B113	78.55491416	WW_W13	WW	W13	84.02
B37	88.23295843	WW_W13	WW	W13	84.02
B73	70.68532564	WW_W13	WW	W13	84.02
B84	89.24078205	WW_W13	WW	W13	84.02
B89	77.24883983	WW_W13	WW	W13	84.02
B97	95.01935324	WW_W13	WW	W13	84.02
B98	83.24289304	WW_W13	WW	W13	84.02
C103	97.04556897	WW_W13	WW	W13	84.02
CO109	89.87117706	WW_W13	WW	W13	84.02
CR1Ht	85.33425092	WW_W13	WW	W13	84.02
D09	102.3568062	WW_W13	WW	W13	84.02
DE811	67.89867848	WW_W13	WW	W13	84.02
DK4676A	86.48248952	WW_W13	WW	W13	84.02
DK78010	83.90984769	WW_W13	WW	W13	84.02
DK78371A	101.1538284	WW_W13	WW	W13	84.02
DKFAPW	75.66946998	WW_W13	WW	W13	84.02
DKFBHJ	91.08892109	WW_W13	WW	W13	84.02
DKIBO2	84.81228447	WW_W13	WW	W13	84.02
DKMBST	90.38534598	WW_W13	WW	W13	84.02
EA1027	88.71399706	WW_W13	WW	W13	84.02
EA1163	77.30851228	WW_W13	WW	W13	84.02
EA3076	78.30494791	WW_W13	WW	W13	84.02
EC136	87.32016942	WW_W13	WW	W13	84.02
EC140	77.2271311	WW_W13	WW	W13	84.02
EC151	79.95543072	WW_W13	WW	W13	84.02
EC169	92.66475161	WW_W13	WW	W13	84.02
EC175	90.29821416	WW_W13	WW	W13	84.02
EC232	85.6144055	WW_W13	WW	W13	84.02
EC242C	86.4385035	WW_W13	WW	W13	84.02
EC334	61.26195849	WW_W13	WW	W13	84.02
EP10	101.7807808	WW_W13	WW	W13	84.02
EP2008-18	84.73660884	WW_W13	WW	W13	84.02
EP2008-22	85.3854061	WW_W13	WW	W13	84.02
EP29	74.67790827	WW_W13	WW	W13	84.02
EP51	86.19400521	WW_W13	WW	W13	84.02
EP52	75.84419909	WW_W13	WW	W13	84.02
EP55	78.55364714	WW_W13	WW	W13	84.02
EP67	95.99332175	WW_W13	WW	W13	84.02
EP72	99.02604405	WW_W13	WW	W13	84.02
EP77	99.31969962	WW_W13	WW	W13	84.02
EZ11A	95.32547458	WW_W13	WW	W13	84.02
EZ18	86.24802892	WW_W13	WW	W13	84.02
EZ31	82.95928166	WW_W13	WW	W13	84.02
EZ34	88.29805345	WW_W13	WW	W13	84.02
EZ35	84.81288588	WW_W13	WW	W13	84.02
EZ36	74.13582831	WW_W13	WW	W13	84.02
EZ37	92.4594588	WW_W13	WW	W13	84.02
EZ38	76.01038682	WW_W13	WW	W13	84.02
EZ40	72.26242428	WW_W13	WW	W13	84.02
EZ42	75.53218708	WW_W13	WW	W13	84.02
EZ47	99.96586361	WW_W13	WW	W13	84.02
EZ48	91.02293015	WW_W13	WW	W13	84.02
F04401	71.83593548	WW_W13	WW	W13	84.02
F04402	72.76139371	WW_W13	WW	W13	84.02
F04701	80.01074445	WW_W13	WW	W13	84.02
F04702	89.56336776	WW_W13	WW	W13	84.02
F05101	92.38008867	WW_W13	WW	W13	84.02
F05404	92.93652229	WW_W13	WW	W13	84.02
F1808	80.95888957	WW_W13	WW	W13	84.02
F1890	87.39673017	WW_W13	WW	W13	84.02
F218	87.38568166	WW_W13	WW	W13	84.02
F252	82.49424684	WW_W13	WW	W13	84.02
F353	69.34941854	WW_W13	WW	W13	84.02
F354	89.46206292	WW_W13	WW	W13	84.02
F546	82.04961741	WW_W13	WW	W13	84.02
F608	73.87037029	WW_W13	WW	W13	84.02
F618	77.70596493	WW_W13	WW	W13	84.02
F7001	92.76684458	WW_W13	WW	W13	84.02
F7019	65.00621153	WW_W13	WW	W13	84.02
F7025	87.8568868	WW_W13	WW	W13	84.02
F7028	73.02818704	WW_W13	WW	W13	84.02
F7057	77.49884397	WW_W13	WW	W13	84.02
F7058	85.88491309	WW_W13	WW	W13	84.02
F7081	94.47297182	WW_W13	WW	W13	84.02
F7082	80.10862782	WW_W13	WW	W13	84.02
F712	96.69561246	WW_W13	WW	W13	84.02
F748	79.22833474	WW_W13	WW	W13	84.02
F752	75.18156164	WW_W13	WW	W13	84.02
F838	86.50937966	WW_W13	WW	W13	84.02
F874	89.74786781	WW_W13	WW	W13	84.02
F888	97.42688709	WW_W13	WW	W13	84.02
F894	83.81442603	WW_W13	WW	W13	84.02
F908	75.19717149	WW_W13	WW	W13	84.02
F912	93.79284271	WW_W13	WW	W13	84.02
F918	91.42901963	WW_W13	WW	W13	84.02
F922	95.16330293	WW_W13	WW	W13	84.02
F98902	86.51996329	WW_W13	WW	W13	84.02
FP1	85.33830574	WW_W13	WW	W13	84.02
FR19	82.80498723	WW_W13	WW	W13	84.02
FR697	74.11904056	WW_W13	WW	W13	84.02
H99	75.33865445	WW_W13	WW	W13	84.02
HMV5301	78.95328263	WW_W13	WW	W13	84.02
HMV5325	87.31830811	WW_W13	WW	W13	84.02
HMV5343	82.50820576	WW_W13	WW	W13	84.02
HMV5347	94.60305228	WW_W13	WW	W13	84.02
HMV5405	86.9500133	WW_W13	WW	W13	84.02
HMV5409	84.55306986	WW_W13	WW	W13	84.02
HMV5422	88.81439335	WW_W13	WW	W13	84.02
HMV5502	75.96677564	WW_W13	WW	W13	84.02
I198	91.09958009	WW_W13	WW	W13	84.02
I205	83.60275784	WW_W13	WW	W13	84.02
I211	84.33561438	WW_W13	WW	W13	84.02
I238	76.30190503	WW_W13	WW	W13	84.02
I242	81.56318593	WW_W13	WW	W13	84.02
I261	88.08145315	WW_W13	WW	W13	84.02
I267	81.29498585	WW_W13	WW	W13	84.02
IDT	64.64797022	WW_W13	WW	W13	84.02
LAN496	76.88263375	WW_W13	WW	W13	84.02
LH123Ht	77.35886287	WW_W13	WW	W13	84.02
LH145	64.5419482	WW_W13	WW	W13	84.02
LH38	78.86380507	WW_W13	WW	W13	84.02
LH39	84.35236433	WW_W13	WW	W13	84.02
LH59	78.08213981	WW_W13	WW	W13	84.02
LH60	75.03583181	WW_W13	WW	W13	84.02
LH65	86.82853119	WW_W13	WW	W13	84.02
LH74	77.31727793	WW_W13	WW	W13	84.02
LH82	74.78643317	WW_W13	WW	W13	84.02
LH93	78.93904942	WW_W13	WW	W13	84.02
Lo1016	85.00672236	WW_W13	WW	W13	84.02
Lo1026	78.7366828	WW_W13	WW	W13	84.02
Lo1035	79.9917228	WW_W13	WW	W13	84.02
Lo1038	73.24337767	WW_W13	WW	W13	84.02
Lo1056	85.62321652	WW_W13	WW	W13	84.02
Lo1063	70.32686221	WW_W13	WW	W13	84.02
Lo1087	88.40775815	WW_W13	WW	W13	84.02
Lo1094	107.6455715	WW_W13	WW	W13	84.02
Lo1095	81.66484006	WW_W13	WW	W13	84.02
Lo1101	73.8705463	WW_W13	WW	W13	84.02
Lo1106	74.93635419	WW_W13	WW	W13	84.02
Lo1123	84.92192626	WW_W13	WW	W13	84.02
Lo1124	78.80373829	WW_W13	WW	W13	84.02
Lo1172	88.38329272	WW_W13	WW	W13	84.02
Lo1180	82.27460186	WW_W13	WW	W13	84.02
Lo1187	93.68720128	WW_W13	WW	W13	84.02
Lo1199	84.28465451	WW_W13	WW	W13	84.02
Lo1203	81.16294018	WW_W13	WW	W13	84.02
Lo1223	90.47980428	WW_W13	WW	W13	84.02
Lo1251	86.22942193	WW_W13	WW	W13	84.02
Lo1253	82.81590824	WW_W13	WW	W13	84.02
Lo1261	79.78683555	WW_W13	WW	W13	84.02
Lo1266	79.57433451	WW_W13	WW	W13	84.02
Lo1270	87.42132234	WW_W13	WW	W13	84.02
Lo1273	85.84844853	WW_W13	WW	W13	84.02
Lo1274	90.7764983	WW_W13	WW	W13	84.02
Lo1280	87.40684231	WW_W13	WW	W13	84.02
Lo1284	71.44285559	WW_W13	WW	W13	84.02
Lo1288	93.15005908	WW_W13	WW	W13	84.02
Lo1290	68.24833826	WW_W13	WW	W13	84.02
Lo1301	85.5262338	WW_W13	WW	W13	84.02
Lo904	83.66333527	WW_W13	WW	W13	84.02
Lp5	73.8311409	WW_W13	WW	W13	84.02
ML606	87.69362355	WW_W13	WW	W13	84.02
Mo15W	86.54084991	WW_W13	WW	W13	84.02
Mo17	71.27422048	WW_W13	WW	W13	84.02
MS153	88.0267435	WW_W13	WW	W13	84.02
MS71	93.83145735	WW_W13	WW	W13	84.02
N16	87.99367647	WW_W13	WW	W13	84.02
N192	78.48670211	WW_W13	WW	W13	84.02
N22	69.42826825	WW_W13	WW	W13	84.02
N25	77.032969	WW_W13	WW	W13	84.02
N6	95.45869259	WW_W13	WW	W13	84.02
NC290	85.2481763	WW_W13	WW	W13	84.02
NC358	92.67948123	WW_W13	WW	W13	84.02
NDB8	90.39363516	WW_W13	WW	W13	84.02
NK764	75.95479015	WW_W13	WW	W13	84.02
NK807	79.67728101	WW_W13	WW	W13	84.02
NQ508	86.75901379	WW_W13	WW	W13	84.02
NS701	74.76535626	WW_W13	WW	W13	84.02
Oh02	92.59577923	WW_W13	WW	W13	84.02
Oh33	104.6113899	WW_W13	WW	W13	84.02
Oh40B	89.01673406	WW_W13	WW	W13	84.02
Oh43	65.23974892	WW_W13	WW	W13	84.02
Os426	90.80133757	WW_W13	WW	W13	84.02
P465P	97.57287884	WW_W13	WW	W13	84.02
Pa36	78.3883565	WW_W13	WW	W13	84.02
Pa405	92.36626433	WW_W13	WW	W13	84.02
Pa91	85.11493673	WW_W13	WW	W13	84.02
PB116	87.84015138	WW_W13	WW	W13	84.02
PB98TR	92.88844302	WW_W13	WW	W13	84.02
PH207	74.94661065	WW_W13	WW	W13	84.02
PHB09	80.66561164	WW_W13	WW	W13	84.02
PHG35	74.81954279	WW_W13	WW	W13	84.02
PHG39	82.22503228	WW_W13	WW	W13	84.02
PHG47	87.1977207	WW_W13	WW	W13	84.02
PHG50	83.04477271	WW_W13	WW	W13	84.02
PHG71	86.88614868	WW_W13	WW	W13	84.02
PHG80	84.90902436	WW_W13	WW	W13	84.02
PHG84	84.23982395	WW_W13	WW	W13	84.02
PHG86	81.79255818	WW_W13	WW	W13	84.02
PHH93	82.7779453	WW_W13	WW	W13	84.02
PHJ40	92.47641793	WW_W13	WW	W13	84.02
PHK29	73.90725242	WW_W13	WW	W13	84.02
PHK76	81.39006839	WW_W13	WW	W13	84.02
PHR36	85.87178717	WW_W13	WW	W13	84.02
PHT77	83.80356077	WW_W13	WW	W13	84.02
PHV63	80.25549267	WW_W13	WW	W13	84.02
PHW65	84.69107812	WW_W13	WW	W13	84.02
PHZ51	97.13960132	WW_W13	WW	W13	84.02
SC-Malawi	96.68965967	WW_W13	WW	W13	84.02
SGI061	74.9531173	WW_W13	WW	W13	84.02
UH_2500	88.05767033	WW_W13	WW	W13	84.02
UH_6102	80.29448403	WW_W13	WW	W13	84.02
UH_6179	81.94871537	WW_W13	WW	W13	84.02
UH_P060	72.20844483	WW_W13	WW	W13	84.02
UH_P064	84.87608887	WW_W13	WW	W13	84.02
UH_P074	70.72834053	WW_W13	WW	W13	84.02
UH_P087	72.19589856	WW_W13	WW	W13	84.02
UH_P089	74.46817049	WW_W13	WW	W13	84.02
UH_P104	81.68441461	WW_W13	WW	W13	84.02
UH_P115	104.0821994	WW_W13	WW	W13	84.02
UH_P128	84.70021042	WW_W13	WW	W13	84.02
UH_P148	84.11894992	WW_W13	WW	W13	84.02
UH_S018	88.13329009	WW_W13	WW	W13	84.02
UH_S020	81.72102869	WW_W13	WW	W13	84.02
UH_S025	96.56096801	WW_W13	WW	W13	84.02
UH250	85.38784909	WW_W13	WW	W13	84.02
UH304	77.61597712	WW_W13	WW	W13	84.02
Va26	98.57578675	WW_W13	WW	W13	84.02
W117	85.64658617	WW_W13	WW	W13	84.02
W153R	86.85998611	WW_W13	WW	W13	84.02
W182E	95.3830671	WW_W13	WW	W13	84.02
W23	95.51807571	WW_W13	WW	W13	84.02
W602S	77.69379006	WW_W13	WW	W13	84.02
W604S	89.69154166	WW_W13	WW	W13	84.02
W64A	72.23174799	WW_W13	WW	W13	84.02
W9	60.09182082	WW_W13	WW	W13	84.02
W95115	87.0666936	WW_W13	WW	W13	84.02
Wf9	88.49591502	WW_W13	WW	W13	84.02
